,lstm1.weight_ih_l0,lstm1.weight_hh_l0,lstm1.bias_ih_l0,lstm1.bias_hh_l0,fc1.weight,fc1.bias,fc2.weight,fc2.bias,fc3.weight,fc3.bias,fc4.weight,fc4.bias,fc5.weight,fc5.bias
13,0.0007389644742943347,0.0009047386120073497,0.0021302984096109867,0.0021302984096109867,0.0038618510589003563,0.007176395505666733,0.009575270116329193,0.019131839275360107,0.01515584159642458,0.035237763077020645,0.02409830130636692,0.10128571093082428,0.08508965373039246,0.26899993419647217
14,0.0004297432315070182,0.00030940756550990045,0.0006883792229928076,0.0006883792229928076,0.001823218073695898,0.0023618971463292837,0.002148409839719534,0.0018664575181901455,0.001452570897527039,0.002467470709234476,0.0018045681063085794,0.006544402800500393,0.005537677090615034,0.01728571578860283
15,0.0006565734511241317,0.000504118565004319,0.001143334317021072,0.001143334317021072,0.003498653881251812,0.004199503920972347,0.005572533700615168,0.010456162504851818,0.00801450852304697,0.01858673430979252,0.013037155382335186,0.05357271432876587,0.04528718441724777,0.14075294137001038
16,0.0005224405904300511,0.00046882941387593746,0.001081604277715087,0.001081604277715087,0.00253226887434721,0.0038766709621995687,0.00500059686601162,0.0101306838914752,0.007742711808532476,0.018452370539307594,0.013190067373216152,0.05317803844809532,0.04580684006214142,0.13867588341236115
17,0.0004405814397614449,0.000361805985448882,0.0008253088453784585,0.0008253088453784585,0.0016738238045945764,0.0023950873874127865,0.0029356013983488083,0.0037041103933006525,0.001538722077384591,0.001783320214599371,0.0019265367882326245,0.004379678051918745,0.004258244298398495,0.011313393712043762
18,0.0003547608503140509,0.00034586316905915737,0.0008029243908822536,0.0008029243908822536,0.0015910834772512317,0.0024984017945826054,0.0026772390119731426,0.004038365092128515,0.003365335753187537,0.0070291077718138695,0.0052123842760920525,0.021263688802719116,0.018463438376784325,0.05361105874180794
19,0.0008283189963549376,0.0006906586932018399,0.0015814905054867268,0.0015814905054867268,0.0039825402200222015,0.005978056695312262,0.00779693154618144,0.01795395277440548,0.014671261422336102,0.033963799476623535,0.0234055295586586,0.08977227658033371,0.08444429934024811,0.242912158370018
20,0.0010636488441377878,0.0009658461203798652,0.0022312679793685675,0.0022312679793685675,0.005057185888290405,0.0076569318771362305,0.010784516111016273,0.02109246701002121,0.01623576506972313,0.03720816969871521,0.02381518855690956,0.09006574749946594,0.08462776988744736,0.24348393082618713
21,0.00036266425740905106,0.0003912048414349556,0.000914399919565767,0.000914399919565767,0.0018287630518898368,0.002988434862345457,0.0034486399963498116,0.0056165168061852455,0.0038494623731821775,0.008489804342389107,0.0050507839769124985,0.020321400836110115,0.01891767978668213,0.05521520972251892
22,0.00042141202720813453,0.00034748471807688475,0.000793545797932893,0.000793545797932893,0.0020326990634202957,0.0028965631499886513,0.0032876792829483747,0.004743030294775963,0.003530227579176426,0.007314195856451988,0.0051295519806444645,0.019900226965546608,0.018443191424012184,0.05438778176903725
23,0.0008315672166645527,0.0008348816772922873,0.0019446626538410783,0.0019446626538410783,0.004210409242659807,0.007056764326989651,0.008239937014877796,0.018579043447971344,0.014145271852612495,0.033201344311237335,0.02188424952328205,0.08759553730487823,0.08170388638973236,0.24097129702568054
24,0.0003388144832570106,0.00040533093851991,0.0009527812362648547,0.0009527812362648547,0.0017377258045598865,0.003091798396781087,0.0031417682766914368,0.005646207835525274,0.004359773360192776,0.010084950365126133,0.007072010077536106,0.02633821777999401,0.024284174665808678,0.07325977087020874
25,0.00047992647159844637,0.0005634146509692073,0.0013243122957646847,0.0013243122957646847,0.0028796172700822353,0.004756315145641565,0.005326256155967712,0.010833446867763996,0.008106019347906113,0.019158080220222473,0.012245039455592632,0.048832930624485016,0.04478707164525986,0.13697785139083862
26,0.0003787674068007618,0.000461462012026459,0.0010861053597182035,0.0010861053597182035,0.002325566951185465,0.003712073899805546,0.004897377919405699,0.010119044221937656,0.008239947259426117,0.018601754680275917,0.01259218156337738,0.04882170632481575,0.045114945620298386,0.1375894546508789
27,0.0010266561293974519,0.0007319552823901176,0.0016410311218351126,0.0016410311218351126,0.004531229846179485,0.0061809890903532505,0.008971286937594414,0.017855320125818253,0.01379684079438448,0.032037537544965744,0.021278016269207,0.08410512655973434,0.07703579217195511,0.23734119534492493
28,0.0005652302643284202,0.000326403824146837,0.000693722628057003,0.000693722628057003,0.0020287418738007545,0.0022920493502169847,0.0028815020341426134,0.0038273686077445745,0.0029536313377320766,0.006556419190019369,0.00404480891302228,0.0172329843044281,0.015796083956956863,0.04892090708017349
29,0.00039358643698506057,0.00045528056216426194,0.001068816869519651,0.001068816869519651,0.002182701136916876,0.00388948991894722,0.004438143689185381,0.010159343481063843,0.00758043397217989,0.01855754479765892,0.011843118816614151,0.04881330952048302,0.04447440057992935,0.13945674896240234
30,0.0005109874764457345,0.00042481577838771045,0.000972735055256635,0.000972735055256635,0.0026008160784840584,0.003608086844906211,0.005001779645681381,0.008153810165822506,0.006468550302088261,0.014590997248888016,0.009492022916674614,0.038427818566560745,0.03504321351647377,0.11011530458927155
31,0.000687185674905777,0.0007221870473586023,0.0016884972574189305,0.0016884972574189305,0.003562735393643379,0.006170116830617189,0.0071803489699959755,0.017074359580874443,0.013118614442646503,0.03089260868728161,0.020264873281121254,0.08140840381383896,0.07408656179904938,0.23440764844417572
32,0.0003631433646660298,0.00034772275830619037,0.0008066893205977976,0.0008066893205977976,0.001863416051492095,0.002883701352402568,0.0034397095441818237,0.005831760820001364,0.004806459881365299,0.010395057499408722,0.007050711195915937,0.027400486171245575,0.025085212662816048,0.07958659529685974
33,0.0007691369974054396,0.0006530766258947551,0.0015008033951744437,0.0015008033951744437,0.004090384114533663,0.0055302525870501995,0.006780518218874931,0.015276936814188957,0.011147747747600079,0.026681458577513695,0.01738828793168068,0.07033448666334152,0.06296976655721664,0.20560374855995178
34,0.0006041098386049271,0.0009971917606890202,0.002371531678363681,0.002371531678363681,0.0040886010974645615,0.008312814868986607,0.00778235262259841,0.0167238749563694,0.012928595766425133,0.029969725757837296,0.02012118138372898,0.07908659428358078,0.0711241215467453,0.23167699575424194
35,0.0002485036675352603,0.0003086005453951657,0.0007271725335158408,0.0007271725335158408,0.0012606842210516334,0.0022985306568443775,0.002210898557677865,0.003859685268253088,0.0021684563253074884,0.005547007080167532,0.003669232130050659,0.014640068635344505,0.0130773289129138,0.0431424081325531
36,0.0005083367577753961,0.000382248341338709,0.0008651470998302102,0.0008651470998302102,0.002080530161038041,0.002784279640763998,0.003437186125665903,0.0057581388391554356,0.004863531794399023,0.01061390619724989,0.006605273112654686,0.02799064852297306,0.025020897388458252,0.08299218863248825
37,0.0008004838018678129,0.0006771301850676537,0.0015549726085737348,0.0015549726085737348,0.0039319805800914764,0.005834725219756365,0.0075215669348835945,0.01607676036655903,0.012192285619676113,0.029123621061444283,0.018450163304805756,0.07687926292419434,0.06851746141910553,0.22890689969062805
38,0.0003193911979906261,0.00034691730979830027,0.0008102073916234076,0.0008102073916234076,0.0017892037285491824,0.002857169834896922,0.0033212837297469378,0.006701258476823568,0.0044931950978934765,0.010733985342085361,0.006973033305257559,0.028315428644418716,0.025263123214244843,0.08494031429290771
39,0.0002224722848040983,0.00022771542717237025,0.0005299226031638682,0.0005299226031638682,0.0010650214971974492,0.0018255675677210093,0.001957019791007042,0.002552208723500371,0.0015327197033911943,0.002965466817840934,0.0022791007068008184,0.007747052703052759,0.006702603306621313,0.023364871740341187
40,0.00033924460876733065,0.0003231419832445681,0.000750263687223196,0.000750263687223196,0.0017219336004927754,0.002750946907326579,0.0037945599760860205,0.006545156240463257,0.005161109380424023,0.01084604300558567,0.007151111029088497,0.028572766110301018,0.025122055783867836,0.0865640938282013
41,0.00037063838681206107,0.0004229573532938957,0.000992292771115899,0.000992292771115899,0.00200967350974679,0.0034581718500703573,0.003529887180775404,0.003379408735781908,0.0021578925661742687,0.00304933893494308,0.0022517507895827293,0.008040565997362137,0.007143067661672831,0.024427682161331177
42,0.0003194154123775661,0.0002865747665055096,0.0006603795336559415,0.0006603795336559415,0.0018480931175872684,0.0025132764130830765,0.0029131679330021143,0.0032604183070361614,0.0021076134871691465,0.00308424374088645,0.0025071280542761087,0.008136342279613018,0.006960534490644932,0.024772770702838898
43,0.00041192109347321093,0.00023401094949804246,0.0004973721224814653,0.0004973721224814653,0.001652899431064725,0.0019248496973887086,0.0026746278163045645,0.0029270644299685955,0.0026977448724210262,0.004664872772991657,0.0036620094906538725,0.01231339480727911,0.010761721059679985,0.03755207732319832
44,0.0003320382093079388,0.0002765487879514694,0.0006331068580038846,0.0006331068580038846,0.0015177882742136717,0.0022363048046827316,0.0020554845687001944,0.0021448032930493355,0.0015517198480665684,0.0031469538807868958,0.002094510244205594,0.00822541769593954,0.007207132875919342,0.02513653039932251
45,0.00046198166091926396,0.00042600376764312387,0.0009866281179711223,0.0009866281179711223,0.0023337015882134438,0.0032266713678836823,0.003434300422668457,0.006258344743400812,0.004865341819822788,0.01087102759629488,0.007339200004935265,0.028692569583654404,0.025226136669516563,0.08781326562166214
46,0.0006152604473754764,0.0004838768800254911,0.001102148205973208,0.001102148205973208,0.0030319609213620424,0.004200648050755262,0.00507916696369648,0.010780096054077148,0.008487324230372906,0.020052921026945114,0.012802619487047195,0.053024958819150925,0.046442050486803055,0.16228292882442474
47,0.0002366544504184276,0.0001933965686475858,0.00044000675552524626,0.00044000675552524626,0.001087253331206739,0.0015918948920443654,0.0017972288187593222,0.002134959911927581,0.0015841462882235646,0.0031806074548512697,0.0017443257384002209,0.008342401124536991,0.007334718480706215,0.025594551116228104
48,0.0010271248174831271,0.0008053419296629727,0.001833931659348309,0.001833931659348309,0.004821223206818104,0.00706513412296772,0.009700316935777664,0.019182326272130013,0.014845346100628376,0.03397131338715553,0.021071292459964752,0.08980284631252289,0.0788087546825409,0.2760242223739624
49,0.0008076681988313794,0.0006542288465425372,0.0014960127882659435,0.0014960127882659435,0.0037594283930957317,0.005113381892442703,0.006148417480289936,0.014391681179404259,0.010450965724885464,0.026220442727208138,0.016664762049913406,0.06940913200378418,0.06092813238501549,0.21282635629177094
50,0.00022200045350473374,0.0002571405202616006,0.0006013924721628428,0.0006013924721628428,0.00111362524330616,0.0020230673253536224,0.002203866373747587,0.0028687568847090006,0.00213867099955678,0.004765025805681944,0.003054017433896661,0.012662106193602085,0.011290295049548149,0.03861625865101814
51,0.000589630682952702,0.0003671651938930154,0.0008020420791581273,0.0008020420791581273,0.0023685828782618046,0.0029059199150651693,0.003965385258197784,0.0069066667929291725,0.005540201440453529,0.012611845508217812,0.008144956082105637,0.03360208496451378,0.029519561678171158,0.10203735530376434
52,0.0003452634555287659,0.0003050370141863823,0.0006992856506258249,0.0006992856506258249,0.0014043269911780953,0.0023796779569238424,0.0027288622222840786,0.0057548414915800095,0.00422259047627449,0.010502403602004051,0.006318502128124237,0.02800506353378296,0.024890435859560966,0.08484424650669098
53,0.0005603073514066637,0.0005193569231778383,0.0012030737707391381,0.0012030737707391381,0.0028897649608552456,0.0044762310571968555,0.005053549073636532,0.011207805946469307,0.008332930505275726,0.020584115758538246,0.012800535187125206,0.05501952022314072,0.049078162759542465,0.1660977602005005
54,0.0004227152094244957,0.0004657664685510099,0.0010910744313150644,0.0010910744313150644,0.002245191251859069,0.0036435832735151052,0.0038348154630512,0.00909628625959158,0.007486212067306042,0.01811019331216812,0.01135257352143526,0.04845285788178444,0.043391153216362,0.14622020721435547
55,0.0012695627519860864,0.0012078281724825501,0.0028025589417666197,0.0028025589417666197,0.006868182215839624,0.010699929669499397,0.013951056636869907,0.03269295394420624,0.02437298744916916,0.05950367823243141,0.03790324926376343,0.15935756266117096,0.14296025037765503,0.47953253984451294
56,0.0002657801378518343,0.00019278511172160506,0.00043013246613554657,0.00043013246613554657,0.001215209485962987,0.0016855283174663782,0.002262945519760251,0.003031774191185832,0.0018362303962931037,0.005072237458080053,0.0031443960033357143,0.013529138639569283,0.012012035585939884,0.040940988808870316
57,0.00046414093230850995,0.00032812755671329796,0.0007341720047406852,0.0007341720047406852,0.0017193814273923635,0.002376664662733674,0.0032700272276997566,0.005632524378597736,0.004542172886431217,0.010446062311530113,0.00669125048443675,0.027932068333029747,0.024781610816717148,0.08501502871513367
58,0.00039871406625024974,0.000332810974214226,0.0007623655255883932,0.0007623655255883932,0.0017876875353977084,0.0028667012229561806,0.003381670918315649,0.006743982434272766,0.004995423834770918,0.012457319535315037,0.007730694022029638,0.03329432010650635,0.02945576421916485,0.10172846913337708
59,0.0005985395982861519,0.0003064886841457337,0.0006266742129810154,0.0006266742129810154,0.0023999297991394997,0.0023525445722043514,0.003786835353821516,0.0037949881516397,0.002768515143543482,0.004746491089463234,0.0030298589263111353,0.012483594007790089,0.010961535386741161,0.038337308913469315
60,0.00038689293432980776,0.0003610562707763165,0.0008342454675585032,0.0008342454675585032,0.001948807155713439,0.0030612824484705925,0.004014712292701006,0.006437177769839764,0.004823800176382065,0.010644879192113876,0.006904806476086378,0.02838137559592724,0.024772481992840767,0.08760865777730942
61,0.0002425337297609076,0.00027509848587214947,0.0006440544384531677,0.0006440544384531677,0.0014395564794540405,0.0023678571451455355,0.002107006497681141,0.002545960946008563,0.0019449510145932436,0.004470866173505783,0.002957133110612631,0.011872133240103722,0.010410377755761147,0.03676946461200714
62,0.000954777467995882,0.0008558767149224877,0.0019760625436902046,0.0019760625436902046,0.005273818038403988,0.00692887045443058,0.008735371753573418,0.017128370702266693,0.014662038534879684,0.03339877352118492,0.02100149355828762,0.08891928941011429,0.07807488739490509,0.27638310194015503
63,0.00038407009560614824,0.0003527453518472612,0.0008151819347403944,0.0008151819347403944,0.0017762166680768132,0.002806862583383918,0.0038766099605709314,0.007159434258937836,0.004968053195625544,0.01195017620921135,0.007658046204596758,0.03186292201280594,0.028024397790431976,0.09896929562091827
64,0.0005509965703822672,0.00037231543683446944,0.0008275366853922606,0.0008275366853922606,0.0024532449897378683,0.0030675814487040043,0.0035478933714330196,0.006130507681518793,0.004560491070151329,0.010686375200748444,0.006703740451484919,0.028512755408883095,0.0249297134578228,0.08863744139671326
65,0.0002521196729503572,0.0002410309243714437,0.0005589169450104237,0.0005589169450104237,0.0011697551235556602,0.0018241229699924588,0.0021526531782001257,0.003119459841400385,0.0021351799368858337,0.004445921629667282,0.0028527649119496346,0.011818476021289825,0.010274847969412804,0.03672165796160698
66,0.00043138451292179525,0.0002729288535192609,0.0005972940707579255,0.0005972940707579255,0.0017920186510309577,0.00208655814640224,0.0027875907253473997,0.003320522140711546,0.0025221898686140776,0.004449475556612015,0.0029814024455845356,0.011838574893772602,0.010405182838439941,0.03678647428750992
67,0.0004560739325825125,0.00027477581170387566,0.0005935344379395247,0.0005935344379395247,0.0019479619804769754,0.0023325069341808558,0.003004426835104823,0.0036471940111368895,0.0024426698219031096,0.0044924793764948845,0.003366264048963785,0.011816998943686485,0.010130500420928001,0.036740854382514954
68,0.00041980145033448935,0.0004186365404166281,0.0009749580058269203,0.0009749580058269203,0.002592923119664192,0.0037027576472610235,0.004929072689265013,0.009707862511277199,0.007710676174610853,0.01811925508081913,0.011642676778137684,0.04848058149218559,0.04275016859173775,0.15088950097560883
69,0.0005077060195617378,0.0003796288219746202,0.0008547734469175339,0.0008547734469175339,0.0022333383094519377,0.003068565158173442,0.0036570995580404997,0.0033145323395729065,0.002076507546007633,0.003041882999241352,0.001999333966523409,0.008148258551955223,0.007497965823858976,0.02532610297203064
70,0.0003562490164767951,0.0003795090888161212,0.00088644924107939,0.00088644924107939,0.001632588217034936,0.0029249286744743586,0.0033346349373459816,0.005562890786677599,0.004593019839376211,0.010508443228900433,0.006302838213741779,0.028185810893774033,0.025239398702979088,0.08746790885925293
71,0.0004430436238180846,0.00037758046528324485,0.0008670781971886754,0.0008670781971886754,0.002090450143441558,0.0029809291008859873,0.0042569865472614765,0.005754687823355198,0.005109365563839674,0.010459886863827705,0.007030275650322437,0.028075186535716057,0.024629011750221252,0.08687660843133926
72,0.000589588307775557,0.0005785258254036307,0.0013457508757710457,0.0013457508757710457,0.003207852365449071,0.004792892839759588,0.0063845571130514145,0.013570216484367847,0.010842644609510899,0.025427525863051414,0.016107972711324692,0.06846801191568375,0.06090548634529114,0.21105048060417175
73,0.00034780363785102963,0.00026717103901319206,0.0006054113036952913,0.0006054113036952913,0.0015203874791041017,0.0020550189074128866,0.0027443086728453636,0.0028368050698190928,0.002401299076154828,0.004931312054395676,0.0034627162385731936,0.013209879398345947,0.011669265106320381,0.04043673723936081
74,0.0005150777287781239,0.00044737468124367297,0.0010287363547831774,0.0010287363547831774,0.0026940361130982637,0.003857486415654421,0.005861745215952396,0.0107604144141078,0.0090351402759552,0.020212944597005844,0.01316281221807003,0.054790567606687546,0.04928051307797432,0.16677480936050415
75,0.00035515057970769703,0.0003922634059563279,0.0009183611837215722,0.0009183611837215722,0.0018273406894877553,0.0033896425738930702,0.003010605461895466,0.007130822166800499,0.005233848467469215,0.012723617255687714,0.008080140687525272,0.03444845601916313,0.030902206897735596,0.10463547706604004
76,0.0013349339133128524,0.0007978312787599862,0.00172321533318609,0.00172321533318609,0.005676452070474625,0.006564627401530743,0.010121080093085766,0.015626274049282074,0.012380270287394524,0.02790778875350952,0.01830380968749523,0.07567805051803589,0.0675453245639801,0.22986075282096863
77,0.0004465360543690622,0.00033432504278607666,0.0007547268178313971,0.0007547268178313971,0.0023753875866532326,0.0030367886647582054,0.004130947403609753,0.007086788769811392,0.0053565544076263905,0.012586656026542187,0.008438574150204659,0.034184183925390244,0.030516382306814194,0.1042485386133194
78,0.00035646723699755967,0.000373015645891428,0.0008651628158986568,0.0008651628158986568,0.0017614411190152168,0.0031800749711692333,0.002820352790877223,0.005693589802831411,0.004062996245920658,0.01012439001351595,0.00629896717146039,0.02746511995792389,0.024651771411299706,0.08422072976827621
79,0.0004888889379799366,0.0003779090184252709,0.000857000530231744,0.000857000530231744,0.001868493272922933,0.002734116744250059,0.003001517616212368,0.006763780489563942,0.00495162233710289,0.012332326732575893,0.00778227997943759,0.033414557576179504,0.029956195503473282,0.10282385349273682
80,0.00048391520977020264,0.00048320560017600656,0.001125098904594779,0.001125098904594779,0.0027085498441010714,0.004103282932192087,0.004809422418475151,0.00938412081450224,0.007552263792604208,0.017686540260910988,0.01126446109265089,0.04789822921156883,0.04269055277109146,0.14812450110912323
81,0.0002689608954824507,0.0003667289565782994,0.0008666749927215278,0.0008666749927215278,0.001621289411559701,0.0032242806628346443,0.003280041040852666,0.006782928481698036,0.005183464381843805,0.012107535265386105,0.007740130182355642,0.03276512771844864,0.029101720079779625,0.10152468085289001
82,0.00035500057856552303,0.0003128278476651758,0.0007203917484730482,0.0007203917484730482,0.0018872915534302592,0.002800398040562868,0.0036091848742216825,0.005920107942074537,0.0046160402707755566,0.010285875760018826,0.0067030927166342735,0.02780264802277088,0.02475552074611187,0.08644568175077438
83,0.0007395162829197943,0.00046210826258175075,0.0010075278114527464,0.0010075278114527464,0.0029335152357816696,0.0033841070253401995,0.0036501383874565363,0.0026299015153199434,0.001749054528772831,0.0029062791727483273,0.0022232327610254288,0.007863108068704605,0.006859700195491314,0.024489521980285645
84,0.00029704460757784545,0.00030096093541942537,0.0007001471822150052,0.0007001471822150052,0.001513016875833273,0.002173406770452857,0.0024391247425228357,0.0028906799852848053,0.0017207510536536574,0.0028849742375314236,0.0023870926816016436,0.007806314155459404,0.006688898894935846,0.024340331554412842
85,0.00028958835173398256,0.000193455969565548,0.00042753585148602724,0.00042753585148602724,0.0010786328930407763,0.0014668140793219209,0.002008299343287945,0.00240708258934319,0.002074424410238862,0.004513263702392578,0.002786128781735897,0.012215753085911274,0.010834812186658382,0.038113489747047424
86,0.0006209937855601311,0.0003361498820595443,0.0007029360858723521,0.0007029360858723521,0.0022784045431762934,0.0023846032563596964,0.003261663019657135,0.006232602521777153,0.005287299398332834,0.011870880611240864,0.007638990879058838,0.032129544764757156,0.028515063226222992,0.10036619007587433
87,0.0007472853176295757,0.0006135061848908663,0.001402297057211399,0.001402297057211399,0.003561265068128705,0.005244545638561249,0.006611039396375418,0.013440413400530815,0.010704773478209972,0.02509377710521221,0.016236567869782448,0.06786545366048813,0.06020880490541458,0.2125774472951889
88,0.00028520089108496904,0.0002810050791595131,0.0006527358200401068,0.0006527358200401068,0.001445665257051587,0.002357857534661889,0.002147913910448551,0.0033560714218765497,0.0019941912032663822,0.0044510336592793465,0.0027335865888744593,0.012048535980284214,0.010663625784218311,0.03770184889435768
89,0.000432909291703254,0.000294099299935624,0.0006533210398629308,0.0006533210398629308,0.0019444582285359502,0.0024484002497047186,0.0029898718930780888,0.006343889515846968,0.004908617585897446,0.011845703236758709,0.007476371712982655,0.03206044062972069,0.02854820154607296,0.1002921313047409
90,0.0009945378405973315,0.0007601199904456735,0.0017211599042639136,0.0017211599042639136,0.004759914241731167,0.006056683603674173,0.009381158277392387,0.016422368586063385,0.014186047948896885,0.032424475997686386,0.021498670801520348,0.0877915546298027,0.07762813568115234,0.27501195669174194
91,0.0005984297022223473,0.00042231849511153996,0.0009445624891668558,0.0009445624891668558,0.0022686216980218887,0.003076153341680765,0.0035740460734814405,0.006511008832603693,0.005045052617788315,0.011907892301678658,0.007830338552594185,0.03229532390832901,0.028638597577810287,0.10083283483982086
92,0.00026654748944565654,0.0002508010366000235,0.000580230203922838,0.000580230203922838,0.0014393158489838243,0.0023471517488360405,0.0029467979911714792,0.0056112720631062984,0.004322189837694168,0.010208740830421448,0.0062829796224832535,0.027709700167179108,0.02486991323530674,0.08640400320291519
93,0.00036609775270335376,0.0003351043851580471,0.0007738955318927765,0.0007738955318927765,0.0016746807377785444,0.0026443188544362783,0.002200259594246745,0.003018911462277174,0.001945712836459279,0.004640478640794754,0.0028210985474288464,0.012611771933734417,0.011271641589701176,0.03922109305858612
94,0.0005000250530429184,0.0004422532219905406,0.001018396345898509,0.001018396345898509,0.0022710824850946665,0.0037575785536319017,0.004443613346666098,0.006965191103518009,0.004479715134948492,0.010115960612893105,0.006539986003190279,0.0275166854262352,0.024342438206076622,0.08542539179325104
95,0.00037980801425874233,0.00033524405444040895,0.0007709633209742606,0.0007709633209742606,0.0020237029530107975,0.002705702790990472,0.0029673005919903517,0.005838560406118631,0.00416918657720089,0.010046230629086494,0.0065537369810044765,0.027367273345589638,0.024369172751903534,0.08470465242862701
96,0.0003645658725872636,0.0003323079727124423,0.0007664182921871543,0.0007664182921871543,0.0019722068682312965,0.0028083811048418283,0.0027182502672076225,0.004009201191365719,0.0023502164985984564,0.004901572596281767,0.0032311526592820883,0.013376862742006779,0.012120149098336697,0.04122637212276459
97,0.0008051900076679885,0.0007902119541540742,0.0018362272530794144,0.0018362272530794144,0.004178323317319155,0.006696642842143774,0.008133209310472012,0.015810472890734673,0.011868881992995739,0.027366088703274727,0.018083345144987106,0.07463030517101288,0.06723079830408096,0.22929182648658752
98,0.0004948333371430635,0.0003753218916244805,0.0008486770675517619,0.0008486770675517619,0.002056538127362728,0.0026862567756325006,0.0030610973481088877,0.005707786418497562,0.004359427839517593,0.009923769161105156,0.006390638183802366,0.027114342898130417,0.024246910586953163,0.0834263414144516
99,0.0004013955476693809,0.0003383309522178024,0.0007749003707431257,0.0007749003707431257,0.002328397473320365,0.0028706598095595837,0.003666328266263008,0.005492687225341797,0.0041179959662258625,0.009910942055284977,0.006080146878957748,0.02708982117474079,0.024327702820301056,0.0833340585231781
100,0.0003828488988801837,0.0002903150743804872,0.0006518950685858727,0.0006518950685858727,0.0017447563586756587,0.002305523492395878,0.0024877472314983606,0.0019760536961257458,0.001592209911905229,0.0024752409663051367,0.0015508626820519567,0.006666446570307016,0.006098850164562464,0.02047170326113701
101,0.00046379375271499157,0.0003391995560377836,0.0007623887504450977,0.0007623887504450977,0.0021490161307156086,0.00284314202144742,0.0035616972018033266,0.006231988780200481,0.004250626545399427,0.00983260665088892,0.006289789918810129,0.026920201256871223,0.024163199588656425,0.08250376582145691
