start,end,high_risk,low_risk,high_reward,low_reward,direction
1610655300,1610656500.0,1846.44,1843.9,1843.9,1836.2800000000002,Short
1610657100,1610658000.0,1847.92,1846.0,1846.0,1840.2399999999998,Short
1610658300,1610660700.0,1847.81,1846.4,1852.0399999999995,1847.81,Long
1610661600,1610669100.0,1847.04,1845.0,1845.0,1838.88,Short
1610669700,1610687400.0,1848.67,1847.2,1853.0800000000002,1848.67,Long
1610688900,1610697600.0,1853.05,1850.3,1850.3,1842.05,Short
1610699100,1610699130.0,1852.86,1850.6,1859.6399999999999,1852.86,Long
1610701200,1610701500.0,1853.32,1849.7,1849.7,1838.8400000000004,Short
1610702700,1610702730.0,1852.96,1851.0,1851.0,1845.12,Short
1610704800,1610711400.0,1856.27,1854.0,1863.08,1856.27,Long
1610712000,1610740500.0,1850.95,1847.0,1847.0,1835.1499999999999,Short
1610741100,1610741700.0,1828.68,1826.5,1826.5,1819.9599999999998,Short
1610745300,1610934000.0,1828.21,1824.1,1824.1,1811.7699999999995,Short
1610934900,1610934930.0,1826.56,1824.63,1824.63,1818.8400000000006,Short
1610936400,1610936700.0,1826.7,1824.91,1824.91,1819.5400000000002,Short
1610937300,1610939700.0,1828.5,1825.91,1836.2699999999998,1828.5,Long
1610940600,1610940900.0,1828.0,1826.85,1826.85,1823.3999999999996,Short
1610941800,1610962500.0,1827.84,1826.5,1831.8599999999997,1827.84,Long
1610964600,1610974200.0,1832.78,1829.0,1829.0,1817.66,Short
1610975400,1610981100.0,1833.81,1832.2,1838.6399999999996,1833.81,Long
1610990700,1610994000.0,1839.16,1833.7,1855.5400000000002,1839.16,Long
1610997900,1611014400.0,1836.4,1836.2,1837.0000000000002,1836.4,Long
1611015000,1611015030.0,1837.39,1835.5,1835.5,1829.8299999999997,Short
1611015600,1611016200.0,1837.23,1835.5,1835.5,1830.31,Short
1611016500,1611025500.0,1837.44,1836.0,1841.7600000000002,1837.44,Long
1611026700,1611026730.0,1838.04,1836.4,1842.9599999999996,1838.04,Long
1611031200,1611032400.0,1838.77,1835.7,1847.9799999999998,1838.77,Long
1611033900,1611039300.0,1840.5,1838.1,1838.1,1830.8999999999996,Short
1611039900,1611039930.0,1840.7,1838.7,1838.7,1832.7,Short
1611040500,1611040530.0,1841.06,1838.9,1847.5399999999995,1841.06,Long
1611042600,1611042900.0,1839.69,1837.0,1837.0,1828.9299999999998,Short
1611043800,1611057900.0,1843.17,1841.6,1847.8800000000006,1843.17,Long
1611060000,1611072900.0,1841.21,1837.7,1837.7,1827.17,Short
1611074100,1611074130.0,1842.59,1840.7,1840.7,1835.0300000000004,Short
1611075900,1611087300.0,1842.23,1839.7,1849.82,1842.23,Long
1611088200,1611089100.0,1841.04,1838.8,1838.8,1832.08,Short
1611090000,1611091800.0,1840.29,1838.2,1838.2,1831.9300000000003,Short
1611092700,1611099600.0,1840.28,1838.4,1838.4,1832.7600000000004,Short
1611102900,1611137700.0,1843.25,1839.0,1856.0,1843.25,Long
1611138900,1611138930.0,1854.04,1852.0,1852.0,1845.88,Short
1611139800,1611139830.0,1854.94,1852.8,1861.3600000000004,1854.94,Long
1611140400,1611151800.0,1854.66,1852.4,1852.4,1845.6200000000001,Short
1611153000,1611170700.0,1860.68,1857.0,1871.7200000000003,1860.68,Long
1611171300,1611171330.0,1868.4,1866.5,1866.5,1860.7999999999997,Short
1611171900,1611172500.0,1867.97,1866.7,1866.7,1862.89,Short
1611173400,1611190200.0,1869.05,1866.8,1875.8,1869.05,Long
1611190500,1611190800.0,1869.19,1867.6,1867.6,1862.8299999999995,Short
1611191700,1611191730.0,1870.41,1867.9,1867.9,1860.3700000000001,Short
1611197400,1611198600.0,1869.57,1867.4,1876.0799999999995,1869.57,Long
1611199200,1611200700.0,1872.45,1869.8,1869.8,1861.8499999999997,Short
1611201300,1611201330.0,1872.32,1870.1,1878.98,1872.32,Long
1611202500,1611212700.0,1871.69,1870.1,1876.4600000000005,1871.69,Long
1611213000,1611216300.0,1874.62,1872.7,1872.7,1866.9400000000005,Short
1611216600,1611216630.0,1870.53,1867.9,1878.4199999999996,1870.53,Long
1611217200,1611218400.0,1870.8,1868.8,1868.8,1862.8,Short
1611218700,1611219900.0,1869.94,1867.5,1877.2600000000002,1869.94,Long
1611221100,1611228000.0,1871.32,1869.5,1869.5,1864.0400000000002,Short
1611230100,1611233100.0,1872.06,1870.1,1877.94,1872.06,Long
1611233400,1611251700.0,1872.36,1870.2,1870.2,1863.7200000000005,Short
1611252300,1611253500.0,1865.24,1863.2,1871.36,1865.24,Long
1611255000,1611274200.0,1865.88,1864.1,1871.2200000000007,1865.88,Long
1611274500,1611298500.0,1869.55,1868.3,1868.3,1864.55,Short
1611299700,1611300300.0,1862.58,1860.8,1867.9199999999998,1862.58,Long
1611300600,1611302400.0,1862.02,1860.3,1860.3,1855.1399999999999,Short
1611304200,1611327300.0,1862.26,1858.1,1858.1,1845.6199999999997,Short
1611329700,1611345900.0,1854.96,1849.16,1872.36,1854.96,Long
1611346800,1611347700.0,1856.29,1854.5,1861.6599999999999,1856.29,Long
1611349500,1611351300.0,1854.38,1851.8,1851.8,1844.0599999999995,Short
1611352200,1611352500.0,1854.62,1852.5,1852.5,1846.1400000000003,Short
1611352800,1611352830.0,1856.2,1854.2,1862.2,1856.2,Long
1611531600,1611533100.0,1858.93,1855.32,1869.7600000000004,1858.93,Long
1611533400,1611534300.0,1856.77,1855.06,1855.06,1849.9299999999998,Short
1611535500,1611537600.0,1859.66,1858.5,1863.1400000000003,1859.66,Long
1611537900,1611537930.0,1856.74,1855.21,1855.21,1850.6200000000001,Short
1611538500,1611538530.0,1856.02,1854.5,1854.5,1849.94,Short
1611539100,1611542400.0,1854.57,1853.36,1858.2,1854.57,Long
1611542700,1611542730.0,1856.1,1854.9,1854.9,1851.3000000000006,Short
1611543900,1611566700.0,1854.98,1853.91,1853.91,1850.7000000000003,Short
1611570600,1611585900.0,1856.24,1753.8,2163.5600000000004,1856.24,Long
1611586800,1611600900.0,1857.19,1854.7,1854.7,1847.23,Short
