time,target,hit
1733477640,2638.719999999999,1733479980.0
1733477940,2633.9100000000008,1733481960.0
1733478420,2638.9300000000007,1733479920.0
1733483940,2637.38,1733484000.0
1733486880,2636.2500000000005,1733490120.0
1733488080,2638.330000000001,1733489460.0
1733488260,2643.2200000000003,1733699100.0
1733490180,2629.39,1733494140.0
1733492280,2649.03,1733707560.0
1733492580,2636.0299999999993,1733492760.0
1733493780,2645.29,1733699280.0
1733493960,2632.32,1733494020.0
1733497200,2641.3300000000004,1733503020.0
1733500380,2630.969999999999,1733704200.0
1733500980,2639.9099999999994,1733502000.0
1733501280,2635.7400000000002,1733501280.0
1733501700,2636.329999999999,1733504580.0
1733502000,2642.2400000000007,1733698920.0
1733504700,2632.3100000000004,1733518740.0
1733505300,2640.899999999999,1733699820.0
1733505600,2633.5099999999998,1733513280.0
1733509560,2642.32,1733698920.0
1733511840,2632.92,1733518620.0
1733515440,2639.469999999999,1733700420.0
1733516040,2633.56,1733518260.0
1733516340,2636.86,1733700540.0
1733518380,2630.820000000001,1733704200.0
1733521800,2633.62,1733703900.0
1733698860,2632.14,1733704140.0
1733702160,2633.1499999999996,1733703900.0
1733706540,2642.91,1733706780.0
1733710260,2641.78,1733712060.0
1733711520,2653.7700000000004,1733737020.0
1733711880,2650.65,1733731080.0
1733712060,2640.47,1733716500.0
1733715180,2647.7599999999998,1733729460.0
1733715660,2636.9900000000002,1733717040.0
1733721300,2638.8300000000004,1733721660.0
1733721480,2638.5300000000007,1733721660.0
1733732940,2651.040000000001,1733735580.0
1733733420,2645.5499999999993,1734310200.0
1733733720,2645.230000000001,1734310260.0
1733734440,2646.12,1734310140.0
1733734920,2653.9300000000003,1733737140.0
1733740680,2652.850000000001,1734115380.0
1733741580,2657.0199999999995,1733741820.0
1733741940,2660.06,1733743560.0
1733742360,2659.8499999999995,1733743560.0
1733743560,2663.840000000001,1733752080.0
1733743860,2650.0399999999986,1734121320.0
1733744160,2659.200000000001,1733751120.0
1733745660,2648.73,1734122760.0
1733746260,2653.0099999999998,1734115380.0
1733746860,2657.9300000000003,1733749440.0
1733746980,2654.3299999999995,1733748420.0
1733747820,2652.34,1734120000.0
1733748060,2655.140000000001,1733748300.0
1733748300,2654.16,1733748360.0
1733749080,2652.7599999999993,1734115380.0
1733749380,2659.790000000001,1733751120.0
1733749980,2657.719999999999,1733750280.0
1733750280,2663.5200000000013,1733752140.0
1733750880,2660.6099999999988,1733751300.0
1733751000,2658.8299999999995,1733751120.0
1733758440,2666.980000000001,1733761920.0
1733758800,2675.2799999999993,1733827860.0
1733759400,2668.3700000000003,1733759640.0
1733762700,2671.290000000001,1733802540.0
1733762820,2674.4299999999985,1733827260.0
1733763000,2664.7599999999998,1733766420.0
1733765520,2667.010000000001,1733765580.0
1733770440,2662.739999999999,1733770800.0
1733770620,2663.0800000000004,1733770740.0
1733771160,2667.0200000000013,1733795880.0
1733771280,2661.2,1733771580.0
1733778180,2655.8199999999997,1734103440.0
1733779200,2660.4000000000005,1733781060.0
1733781300,2665.940000000001,1733792460.0
1733787660,2655.21,1734103560.0
1733787900,2667.8800000000006,1733795940.0
1733788680,2658.3099999999995,1733789340.0
1733788800,2658.8600000000006,1733789220.0
1733790900,2659.0999999999995,1734100740.0
1733791920,2661.87,1733792040.0
1733794920,2666.4799999999996,1733795820.0
1733795340,2662.469999999999,1733818440.0
1733795940,2651.1699999999987,1734120660.0
1733796420,2678.0899999999992,1733832540.0
1733800020,2665.84,1733800680.0
1733802420,2674.93,1733827740.0
1733802960,2668.7600000000007,1733802960.0
1733806440,2669.8300000000013,1733806800.0
1733809380,2673.539999999999,1733827260.0
1733809980,2665.59,1733817120.0
1733812260,2666.1699999999996,1733817000.0
1733813580,2672.2599999999993,1733827080.0
1733814960,2663.19,1733818020.0
1733815380,2672.1200000000003,1733827020.0
1733816700,2666.149999999999,1733817000.0
1733821200,2660.94,1734097800.0
1733821980,2667.24,1733825880.0
1733823000,2661.97,1734097620.0
1733823300,2666.289999999999,1733824200.0
1733824920,2661.0800000000004,1734097800.0
1733825100,2669.409999999999,1733826660.0
1733830020,2667.6799999999994,1734084300.0
1733832120,2678.3100000000013,1733832600.0
1733835540,2676.479999999999,1733835600.0
1733836260,2672.6500000000005,1733836740.0
1733837340,2673.0999999999995,1734080580.0
1733838360,2680.1700000000005,1733838960.0
1733838780,2681.290000000001,1733838960.0
1733844180,2681.449999999999,1733893380.0
1733844360,2687.6299999999987,1733844540.0
1733844900,2682.379999999999,1733892720.0
1733846700,2677.2599999999998,1733893500.0
1733847060,2692.5999999999995,1733850000.0
1733848200,2690.98,1733849760.0
1733855640,2692.0100000000007,1733855760.0
1733858520,2699.760000000001,1733877720.0
1733858820,2689.3600000000006,1733896080.0
1733859000,2692.230000000001,1733859540.0
1733860620,2693.5199999999986,1733866680.0
1733861820,2690.86,1733864040.0
1733862720,2692.5500000000006,1733863380.0
1733864580,2691.47,1733864580.0
1733866860,2698.019999999999,1733874600.0
1733875380,2693.100000000001,1733875740.0
1733875500,2698.8799999999997,1733877240.0
1733875800,2685.4300000000003,1733891700.0
1733876160,2693.2400000000002,1733888640.0
1733876280,2696.62,1733876400.0
1733881500,2700.449999999999,1733881920.0
1733881980,2703.9700000000007,1733928780.0
1733883180,2697.6,1733888280.0
1733884380,2705.1,1733928900.0
1733885400,2696.57,1733888460.0
1733885700,2707.819999999999,1733929380.0
1733885820,2693.359999999999,1733888640.0
1733886240,2698.920000000001,1733886360.0
1733896020,2691.3300000000013,1733897280.0
1733901060,2675.19,1734080220.0
1733904900,2694.7700000000004,1733905920.0
1733907480,2688.6899999999996,1733907900.0
1733909760,2701.52,1733925420.0
1733909880,2692.990000000001,1733910000.0
1733914080,2693.1900000000005,1733914140.0
1733914500,2696.9999999999986,1733918160.0
1733914620,2694.6299999999987,1733915400.0
1733916420,2701.88,1733925420.0
1733917680,2692.1199999999985,1733923440.0
1733917920,2699.8399999999992,1733924160.0
1733918820,2692.1900000000005,1733923440.0
1733919120,2689.0499999999997,1734013020.0
1733919420,2698.1600000000003,1733923980.0
1733919600,2696.1499999999996,1733919660.0
1733919720,2698.490000000001,1733923980.0
1733920200,2694.390000000001,1733920320.0
1733920620,2697.16,1733922060.0
1733921040,2694.3000000000006,1733923260.0
1733922120,2702.970000000001,1733925720.0
1733923440,2689.9700000000003,1734012960.0
1733924040,2706.67,1733929140.0
1733928120,2704.0800000000004,1733928780.0
1733928720,2710.21,1733929980.0
1733934960,2700.27,1733967000.0
1733935140,2719.2900000000004,1733937120.0
1733935260,2711.24,1733967000.0
1733935560,2712.6299999999997,1733935620.0
1733935860,2714.7200000000007,1733935920.0
1733939760,2715.7499999999986,1733942880.0
1733940360,2719.860000000001,1733941200.0
1733942580,2715.8999999999996,1733942880.0
1733945700,2720.8300000000013,1733963460.0
1733948700,2717.1000000000004,1733949240.0
1733949000,2717.2100000000005,1733949240.0
1733950200,2723.879999999999,1733965140.0
1733950500,2712.780000000001,1733967000.0
1733953500,2718.2199999999993,1733960280.0
1733954220,2715.3899999999994,1733954220.0
1733958120,2705.5900000000006,1733967000.0
1733959320,2713.8599999999997,1733967000.0
1733960220,2720.04,1733962020.0
1733966040,2715.4199999999987,1733966280.0
1733970060,2706.5999999999995,1733970300.0
1733970660,2707.22,1733970660.0
1733972520,2700.0900000000006,1734011760.0
1733973480,2702.9299999999994,1734009360.0
1733973840,2708.749999999999,1733975340.0
1733980800,2713.0099999999993,1733980860.0
1733981160,2719.0800000000004,1733986980.0
1733983200,2710.6800000000007,1733983920.0
1733983920,2710.92,1733983920.0
1733985600,2711.000000000001,1733998140.0
1733986020,2716.570000000001,1733986500.0
1733989920,2713.1100000000006,1733998020.0
1733992620,2719.4700000000007,
1733992920,2713.7999999999993,1733997720.0
1733993520,2713.9599999999996,1733997720.0
1733993820,2718.620000000001,
1733994420,2713.9500000000007,1733997720.0
1733995260,2707.520000000001,1734001920.0
1733995560,2707.26,1734007800.0
1733996340,2712.88,1733998020.0
1733997660,2712.1499999999996,1733998320.0
1734000480,2711.8000000000006,1734000600.0
1734001260,2705.9599999999996,1734008640.0
1734004080,2705.0599999999995,1734009240.0
1734004560,2713.880000000001,
1734006180,2708.3500000000004,1734007740.0
