time,target,hit
1732586520,2622.2100000000005,1732598100.0
1732587120,2629.5199999999995,1732587720.0
1732588020,2625.82,1732589040.0
1732588620,2631.3399999999997,1732617360.0
1732588920,2624.15,1732590120.0
1732589040,2623.790000000001,1732590120.0
1732589220,2620.49,1732599060.0
1732592040,2633.740000000001,1732623360.0
1732594680,2629.3899999999994,1732616400.0
1732595040,2630.0200000000004,1732617180.0
1732595640,2621.9700000000003,1732598100.0
1732601100,2627.3599999999997,1732615260.0
1732601880,2626.76,1732615260.0
1732603560,2620.900000000001,1732604640.0
1732605900,2618.4700000000003,1732605900.0
1732609200,2617.8500000000004,1732612260.0
1732609800,2609.2400000000002,1734551640.0
1732609920,2615.98,1732611060.0
1732611420,2611.0199999999995,1734551280.0
1732612320,2630.5299999999993,1732617240.0
1732619640,2625.359999999999,1732629120.0
1732619820,2631.2700000000004,1732620780.0
1732620120,2630.32,1732620120.0
1732621020,2634.100000000001,1732623360.0
1732621740,2633.549999999999,1732623360.0
1732621860,2629.809999999999,1732623960.0
1732622040,2633.81,1732623360.0
1732623840,2629.1700000000005,1732628820.0
1732624140,2635.0299999999997,1732626180.0
1732624740,2633.41,1732626060.0
1732625340,2629.66,1732628820.0
1732626360,2650.3900000000003,1732697700.0
1732627980,2639.0699999999997,1732675260.0
1732628460,2634.0699999999997,1732673400.0
1732629180,2614.95,1733447460.0
1732630980,2638.36,1732675260.0
1732631160,2636.2199999999993,1732674240.0
1732631280,2624.78,1732631520.0
1732634580,2627.8099999999995,1732635180.0
1732638480,2622.320000000001,1732644240.0
1732639800,2631.2799999999997,1732654500.0
1732640100,2634.15,1732673460.0
1732640400,2627.1800000000007,1732640580.0
1732641480,2629.63,1732651860.0
1732641900,2621.4799999999996,1732644360.0
1732644000,2621.8899999999994,1732644360.0
1732647900,2629.41,1732651500.0
1732657740,2633.52,1732664040.0
1732662420,2625.34,1732756140.0
1732663980,2637.38,1732674300.0
1732664580,2626.3599999999997,1732756080.0
1732665240,2633.240000000001,1732673340.0
1732666620,2627.719999999999,1732668660.0
1732670520,2635.4799999999996,1732674120.0
1732677300,2634.5899999999992,1732736460.0
1732677900,2638.7099999999996,1732677960.0
1732678320,2636.94,1732680060.0
1732679520,2636.6699999999996,1732680060.0
1732679820,2639.12,1732681740.0
1732680540,2641.239999999999,1732685400.0
1732681140,2632.93,1732748460.0
1732681680,2638.64,1732681680.0
1732684440,2638.1299999999997,1732720680.0
1732685160,2638.57,1732720620.0
1732685820,2647.8900000000003,1732690920.0
1732687860,2644.6699999999996,1732690320.0
1732688160,2646.6699999999996,1732690560.0
1732688580,2640.01,1732720320.0
1732688760,2652.1999999999994,1732697820.0
1732689180,2642.08,1732719840.0
1732690080,2644.6099999999988,1732690320.0
1732694160,2643.3999999999996,1732719780.0
1732694580,2642.2400000000002,1732719840.0
1732694760,2649.1099999999997,1732695600.0
1732695360,2645.37,1732696740.0
1732695780,2642.030000000001,1732719840.0
1732696560,2648.3700000000013,1732697280.0
1732696800,2641.649999999999,1732719840.0
1732696920,2648.01,1732696920.0
1732700700,2648.5900000000006,1732701420.0
1732702620,2648.770000000001,1732702620.0
1732702860,2648.66,1732702860.0
1732703400,2647.2599999999998,1732704720.0
1732703880,2650.58,1732708560.0
1732704000,2646.130000000001,1732705980.0
1732704780,2642.6500000000005,1732719960.0
1732704900,2651.6,1732708500.0
1732705020,2646.17,1732705980.0
1732705320,2650.7300000000005,1732708560.0
1732705620,2641.560000000001,1732719840.0
1732706520,2643.800000000001,1732719780.0
1732707300,2653.5099999999998,1732709580.0
1732712220,2649.4000000000005,1732712940.0
1732715040,2656.8399999999997,1732715580.0
1732717440,2649.5000000000005,1732717560.0
1732717800,2644.2599999999998,1732719660.0
1732718340,2649.7,1732719600.0
1732719540,2655.76,1732846380.0
1732719840,2631.05,1732748460.0
1732723140,2642.4799999999996,1732723200.0
1732723560,2642.8499999999995,1732725660.0
1732723860,2639.87,1732723920.0
1732724160,2638.7999999999997,1732725120.0
1732724760,2647.0999999999995,1732786860.0
1732725060,2635.3399999999997,1732736040.0
1732725240,2643.2000000000007,1732725900.0
1732725660,2637.4699999999993,1732726920.0
1732726380,2634.9099999999994,1732736460.0
1732727580,2648.12,1732790280.0
1732728060,2645.7000000000007,1732784280.0
1732728660,2637.7200000000007,1732729980.0
1732730160,2636.1000000000004,1732735620.0
1732732080,2643.500000000001,1732784340.0
1732732380,2639.78,1732732800.0
1732734000,2641.149999999999,1732783860.0
1732734900,2633.7599999999993,1732748460.0
1732738500,2640.57,1732783200.0
1732741200,2635.7499999999995,1732741380.0
1732744380,2635.6,1732744380.0
1732744800,2633.870000000001,1732748460.0
1732748820,2642.4199999999996,1732783980.0
1732749360,2636.3300000000004,1732749840.0
1732749540,2636.789999999999,1732749540.0
1732751760,2636.7900000000004,1732751820.0
1732752240,2636.020000000001,1732752360.0
1732752540,2636.3199999999997,1732752720.0
1732752840,2636.720000000001,1732753020.0
1732753080,2638.6500000000005,1732776300.0
1732753440,2633.8899999999994,1732755660.0
1732753860,2641.43,1732783920.0
1732754580,2633.1699999999987,1732755720.0
1732754760,2638.7799999999993,1732776300.0
1732755180,2634.239999999999,1732755660.0
1732759080,2631.7899999999995,1732764720.0
1732762140,2627.9,1732762140.0
1732762380,2625.5899999999992,1733102460.0
1732762680,2626.84,1732762920.0
1732763880,2628.58,1732764000.0
1732770480,2625.3199999999997,1733102460.0
1732772040,2641.0,1732783500.0
1732772400,2632.030000000001,1732772400.0
1732772580,2634.1400000000003,1732774980.0
1732774140,2630.72,1733103300.0
1732774320,2634.5699999999997,1732774980.0
1732779420,2635.91,1732779960.0
1732779720,2639.4399999999996,1732782780.0
1732779840,2636.39,1732779840.0
1732780140,2634.060000000001,1733100180.0
1732780320,2638.7600000000007,1732782540.0
1732781160,2636.1200000000003,1732841580.0
1732782240,2636.67,1732808040.0
1732782360,2638.4500000000007,1732782720.0
1732788960,2648.8900000000003,1732790340.0
1732789080,2643.8799999999987,1732796640.0
1732789260,2645.8899999999994,1732789320.0
1732789560,2643.730000000001,1732799100.0
1732789980,2648.860000000001,1732790340.0
1732793460,2645.0499999999997,1732794060.0
1732796700,2636.720000000001,1732808040.0
1732797000,2647.55,1732802640.0
1732797180,2640.7900000000004,1732806000.0
1732797300,2646.490000000001,1732797300.0
1732797600,2645.3800000000006,1732798860.0
1732798380,2647.11,1732801500.0
1732799400,2642.009999999999,1732805880.0
1732799820,2646.500000000001,1732800360.0
1732800120,2643.0699999999993,1732843560.0
1732801200,2644.18,1732804860.0
1732801740,2648.2100000000014,1732845840.0
1732803420,2644.46,1732804860.0
1732804260,2650.819999999999,1732846140.0
1732804500,2644.2200000000007,1732804860.0
1732810320,2641.3400000000006,1732811160.0
1732814340,2641.01,1732814340.0
1732814460,2640.34,1732814820.0
1732815780,2641.39,1732815780.0
1732816140,2640.7000000000007,1732816320.0
1732816260,2640.16,1732816920.0
1732817820,2640.43,1732817820.0
1732817940,2640.0599999999995,1732818420.0
1732818240,2641.4099999999994,1732842900.0
1732818360,2640.4100000000003,1732818420.0
1732818960,2640.539999999999,1732819200.0
1732819740,2639.9100000000008,1732819920.0
1732819980,2642.9799999999996,1732843260.0
1732820160,2638.91,1732820580.0
1732836120,2638.9800000000005,1732838160.0
1732836300,2633.73,1733100180.0
1732837320,2638.5100000000007,1732837380.0
1732838040,2633.0799999999995,1733100180.0
1732838160,2643.0000000000005,1732843260.0
1732838340,2638.2300000000005,1732840260.0
1732838640,2636.2599999999998,1732841580.0
1732840320,2635.43,1732842000.0
1732840620,2640.1599999999994,1732842660.0
1732841220,2635.309999999999,1732842000.0
1732842540,2644.4900000000002,1732843680.0
1732849860,2650.5200000000004,1732892580.0
1732850460,2664.6299999999997,1732860420.0
1732850640,2658.53,1732850640.0
1732850940,2661.5400000000004,1732855200.0
1732851240,2657.5200000000013,1732851600.0
1732851420,2652.5699999999997,1732892400.0
1732851840,2660.6900000000005,1732855200.0
1732852560,2660.1500000000005,1732852800.0
1732853460,2657.939999999999,1732867980.0
1732853760,2660.2100000000014,1732853820.0
1732854960,2660.19,1732855080.0
1732856160,2661.3499999999995,1732857900.0
1732856400,2658.8,1732867740.0
1732856700,2659.2699999999995,1732866840.0
1732857060,2661.219999999999,1732857900.0
1732861200,2668.0,1733754420.0
1732861500,2659.2199999999993,1732866840.0
1732861980,2666.59,1733753700.0
1732863600,2666.5400000000004,1733753700.0
1732863900,2662.8699999999994,1732863960.0
1732867320,2665.86,1733752680.0
1732867500,2660.6399999999994,1732867560.0
1732871220,2663.4599999999996,1732874340.0
1732872120,2666.51,1733753700.0
1732876920,2664.45,1733752620.0
1732877220,2661.469999999999,1732877640.0
1732878840,2670.22,1733758380.0
1732879860,2663.2100000000005,1732880160.0
1732880040,2666.58,1733753700.0
1732880640,2662.4000000000005,1732880820.0
1732880940,2660.9500000000003,1732881180.0
1732883340,2661.28,1732884000.0
1732883760,2659.92,1732884240.0
1732884660,2658.1899999999996,1732886160.0
1732885260,2663.5899999999992,1733752140.0
1732885440,2653.4599999999996,1732891500.0
1732885560,2660.27,1732885560.0
1732885680,2657.1200000000003,1732886220.0
1732886160,2655.0999999999995,1732891500.0
1732887060,2665.0300000000007,1733752620.0
1732887600,2656.4800000000005,1732888500.0
1732888260,2656.36,1732890360.0
1732889160,2666.850000000001,1733754420.0
1732889760,2655.9399999999996,1732890480.0
1732891380,2650.3300000000004,1732907760.0
1732894500,2660.05,1732896060.0
1732894800,2649.819999999999,1732907640.0
1732895400,2656.2299999999996,1732895880.0
1732899240,2663.45,1733752140.0
1732900320,2652.6299999999997,1732905300.0
1732902120,2659.2200000000007,1732902780.0
1732902840,2662.35,1733751660.0
1732903920,2660.5399999999995,1733751300.0
1732905360,2647.9700000000007,1733094600.0
1733099340,2641.8600000000006,1733099700.0
1733104200,2641.259999999999,1733138100.0
1733105340,2637.7400000000002,1733137320.0
1733106540,2628.8199999999993,1733108220.0
1733111280,2632.1300000000006,1733125200.0
1733112780,2628.739999999999,1733112780.0
1733113200,2625.509999999999,1733116500.0
1733113500,2627.8200000000015,1733113620.0
1733114400,2624.95,1733116620.0
1733115600,2626.399999999999,1733116440.0
1733118720,2628.190000000001,1733123460.0
1733119020,2619.4099999999994,1733447280.0
1733119980,2628.080000000001,1733123340.0
1733120520,2627.289999999999,1733122440.0
1733121120,2620.5599999999995,1733447280.0
1733122200,2627.850000000001,1733123340.0
1733126520,2628.1800000000003,1733126580.0
1733126820,2633.240000000001,1733130780.0
1733126940,2620.3899999999994,1733447280.0
1733127120,2639.1600000000008,1733137980.0
1733127420,2628.970000000001,1733128380.0
1733127720,2636.7599999999998,1733134260.0
1733127900,2629.7899999999995,1733128200.0
1733128620,2624.1899999999996,1733423220.0
1733129460,2633.9599999999996,1733130780.0
1733130840,2638.9300000000003,1733137920.0
1733134140,2633.0699999999993,1733163840.0
1733134320,2640.2000000000003,1733138100.0
1733134740,2633.490000000001,1733163840.0
1733135400,2641.2399999999993,1733138100.0
1733136960,2634.0199999999995,1733163780.0
1733137260,2640.1899999999996,1733138100.0
1733141280,2636.4800000000005,1733162700.0
1733141760,2644.4699999999993,1733145660.0
1733142300,2641.5699999999993,1733142600.0
1733143980,2644.2799999999993,1733145660.0
1733144580,2631.8199999999993,1733418780.0
1733145660,2648.8599999999997,1733148840.0
1733149920,2638.550000000001,1733159100.0
1733150100,2638.91,1733159280.0
1733150400,2647.829999999999,1733151960.0
1733150580,2649.4700000000007,1733207040.0
1733151180,2638.74,1733161260.0
1733151480,2644.2300000000014,1733151720.0
1733152200,2637.02,1733162580.0
1733153100,2642.96,1733153400.0
1733153280,2642.2299999999996,1733154360.0
1733153580,2641.3099999999995,1733154360.0
1733154000,2643.7400000000002,1733154180.0
1733156520,2653.9799999999996,1733234400.0
1733156820,2640.1999999999994,1733157240.0
1733157840,2638.3599999999997,1733161260.0
1733158620,2645.04,1733206260.0
1733159100,2637.630000000001,1733161620.0
1733160540,2638.240000000001,1733161260.0
1733162520,2635.7799999999997,1733162760.0
1733165820,2638.0300000000007,1733166180.0
1733169660,2634.0199999999995,1733317500.0
1733170560,2650.7999999999993,1733234100.0
1733173560,2637.0699999999993,1733174640.0
1733175960,2639.860000000001,1733181060.0
1733180460,2638.69,1733180460.0
1733185140,2644.6499999999996,1733188560.0
1733187060,2641.519999999999,1733187120.0
1733187720,2644.999999999999,1733206260.0
1733187900,2645.249999999999,1733206260.0
1733188440,2646.2400000000002,1733206620.0
1733189400,2631.89,1733418780.0
1733193720,2641.8599999999997,1733198580.0
1733194740,2639.83,1733196780.0
1733194920,2640.3499999999995,1733197500.0
1733195160,2633.440000000001,1733412600.0
1733195340,2639.2300000000005,1733196540.0
1733200860,2639.68,1733200860.0
1733201040,2639.32,1733201100.0
1733203860,2637.2099999999996,1733239200.0
1733204340,2642.41,1733205720.0
1733204760,2637.2300000000005,1733239200.0
1733204880,2643.7099999999987,1733206140.0
1733209680,2645.5299999999993,1733209740.0
1733216820,2648.27,1733233560.0
1733220000,2640.6200000000013,1733228340.0
1733223120,2644.59,1733223180.0
1733223300,2642.34,1733227680.0
1733224740,2647.620000000001,1733233380.0
1733225820,2645.8200000000006,1733232120.0
1733226420,2646.609999999999,1733232540.0
1733227020,2646.1900000000005,1733232600.0
1733227440,2642.2699999999995,1733227680.0
1733231640,2645.96,1733232600.0
1733237100,2646.370000000001,1733237760.0
1733241180,2641.31,1733241180.0
1733242080,2635.0999999999985,1733317440.0
1733242380,2642.4099999999994,1733242500.0
1733247180,2644.56,1733247420.0
1733248800,2648.2799999999997,1733248980.0
1733249520,2648.689999999999,1733288820.0
1733249820,2641.499999999999,1733253840.0
1733250120,2649.9200000000005,1733290200.0
1733250240,2648.569999999999,1733288640.0
1733251020,2643.3300000000004,1733251080.0
1733252340,2647.4000000000005,1733278020.0
1733252640,2648.0800000000004,1733288400.0
1733253120,2644.5599999999995,1733253180.0
1733256540,2645.4400000000005,1733277780.0
1733259240,2640.6900000000014,1733272800.0
1733260920,2643.2300000000005,1733261520.0
1733261460,2643.57,1733261520.0
1733267400,2636.4800000000014,1733301300.0
1733270160,2643.3199999999993,1733277660.0
1733272680,2638.859999999999,1733274000.0
1733276100,2635.7499999999995,1733301300.0
1733276400,2639.6800000000007,1733276460.0
1733276580,2635.2,1733317440.0
1733276820,2632.08,1733413380.0
1733277000,2641.59,1733277240.0
1733281020,2641.4599999999996,1733298120.0
1733281200,2648.37,1733288520.0
1733282820,2640.8499999999995,1733298180.0
1733283720,2645.9300000000003,1733283900.0
1733284200,2644.380000000001,1733284260.0
1733285220,2650.12,1733290500.0
1733285400,2645.959999999999,1733286180.0
1733286960,2644.9900000000007,1733287020.0
1733287320,2647.1899999999987,1733287980.0
1733293140,2646.5299999999997,1733296500.0
1733293740,2649.41,1733293920.0
1733294640,2648.74,1733295480.0
1733294760,2650.5800000000004,1733294880.0
1733295240,2649.230000000001,1733295300.0
1733295840,2649.5400000000004,1733321040.0
1733296440,2644.94,1733296920.0
1733302080,2646.34,1733311560.0
1733302860,2647.419999999999,1733320320.0
1733303160,2635.7599999999993,1733317380.0
1733303280,2643.9800000000005,1733309700.0
1733305080,2640.619999999999,1733305620.0
1733305380,2639.3099999999995,1733305680.0
1733306580,2633.780000000001,1733317500.0
1733306880,2642.4999999999995,1733308620.0
1733308080,2645.1800000000003,1733310120.0
1733308380,2642.9900000000007,1733309460.0
1733313000,2643.8600000000006,1733313180.0
1733313420,2648.4899999999993,1733320680.0
1733314200,2646.5899999999997,1733319060.0
1733314740,2642.1799999999994,1733315280.0
1733318640,2648.659999999999,1733320680.0
1733318820,2646.7900000000004,1733319060.0
1733319540,2658.21,1733742660.0
1733322120,2654.1399999999994,1733325900.0
1733324040,2648.800000000001,1733330700.0
1733324580,2653.9399999999996,1733325900.0
1733325660,2645.0,1733364600.0
1733326140,2656.35,1733326920.0
1733328960,2653.720000000001,1733329020.0
1733329860,2648.4100000000003,1733330700.0
1733333400,2648.1900000000005,1733338800.0
1733333760,2652.5299999999997,1733336580.0
1733335800,2652.75,1733339640.0
1733335980,2648.430000000001,1733338800.0
1733336400,2653.67,1733339700.0
1733337480,2648.1499999999987,1733338800.0
1733338200,2652.769999999999,1733339640.0
1733338500,2648.48,1733338800.0
1733339700,2655.2200000000007,1733377980.0
1733341080,2650.7,1733341680.0
1733341800,2651.8599999999997,1733341920.0
1733342700,2651.0199999999995,1733342700.0
1733346240,2650.1200000000013,1733346300.0
1733347740,2646.3900000000003,1733363340.0
1733348220,2649.18,1733349420.0
1733348580,2649.59,1733348580.0
1733354340,2652.7,1733377080.0
1733357640,2647.39,1733363040.0
1733361120,2648.84,1733361120.0
1733361240,2653.870000000001,1733377680.0
1733362500,2650.309999999999,1733362560.0
1733363160,2644.0,1733388900.0
1733366280,2651.0200000000004,1733376840.0
1733367480,2650.6799999999994,1733376780.0
1733367960,2641.4899999999993,1733391120.0
1733369100,2645.78,1733373540.0
1733370180,2649.429999999999,1733371260.0
1733372880,2648.0200000000004,1733373000.0
1733373240,2641.78,1733389020.0
1733373480,2647.3,1733375700.0
1733376180,2649.06,1733376180.0
1733379900,2648.700000000001,1733380440.0
1733384160,2640.9799999999996,1733414160.0
1733384340,2653.5799999999995,1733403660.0
1733386020,2645.799999999999,1733386860.0
1733391660,2641.4700000000007,1733414580.0
1733391780,2645.7699999999995,1733391960.0
1733392740,2646.5000000000005,1733393220.0
1733392980,2647.9099999999994,1733393520.0
1733397900,2648.6800000000003,1733398020.0
1733398080,2652.69,1733403720.0
1733398380,2643.0099999999998,1733410620.0
1733398860,2652.8999999999987,1733403720.0
1733401680,2646.899999999999,1733405100.0
1733401800,2648.560000000001,1733401860.0
1733403480,2655.58,1733737680.0
1733405580,2649.3900000000003,1733406840.0
1733408400,2645.7200000000003,1733408520.0
1733409240,2650.1800000000003,1733729640.0
1733409900,2641.589999999999,1733414580.0
1733414340,2646.5900000000006,1733699160.0
1733417340,2634.9000000000005,1733417580.0
1733421780,2629.9299999999994,1733425200.0
1733421960,2626.1300000000006,1733422320.0
1733422560,2629.979999999999,1733425200.0
1733423040,2622.89,1733447280.0
1733423460,2627.7,1733423820.0
1733424240,2630.56,1733425200.0
1733425140,2629.74,1733425200.0
1733428680,2632.1100000000006,1733432520.0
1733428860,2631.2599999999998,1733429220.0
1733429880,2628.5400000000004,1733430420.0
1733430360,2628.1599999999994,1733447100.0
1733431680,2632.5699999999997,1733440680.0
1733431980,2628.55,1733446740.0
1733432280,2635.3199999999997,1733455500.0
1733435520,2631.6099999999997,1733439780.0
1733435880,2631.1,1733439900.0
1733440020,2634.040000000001,1733455500.0
1733440320,2635.64,1733455500.0
1733440500,2629.87,1733446680.0
1733440680,2632.69,1733440680.0
1733443800,2631.4800000000005,1733444160.0
1733450460,2622.3,1733452200.0
1733451660,2617.9199999999996,1734548940.0
1733451840,2616.5500000000006,1734549240.0
1733452260,2613.7900000000004,1734551220.0
1733452560,2626.1899999999996,1733454180.0
1733460660,2642.189999999999,1733460840.0
1733460960,2644.1,1733475780.0
1733461260,2641.8199999999993,1733461260.0
1733462100,2637.3400000000006,1733463660.0
1733462280,2642.0099999999993,1733462400.0
1733462760,2641.6900000000005,1733463120.0
1733462880,2642.2,1733474700.0
1733463060,2640.6899999999996,1733463120.0
1733466720,2649.9400000000005,1733729640.0
1733467500,2642.01,1733474700.0
1733468700,2644.8700000000003,1733475540.0
1733469300,2635.35,1733481660.0
1733471520,2635.3999999999996,1733481660.0
1733471700,2640.7300000000005,1733472120.0
