time,open,high,low,close,color,moving_average,color_moving_average
1732645380,2622.23,2622.72,2622.23,2622.72,,2624.112399999996,#ef5350
1732645440,2621.84,2622.72,2621.3,2622.72,,2623.995599999996,#ef5350
1732645500,2621.41,2621.41,2621.07,2621.07,,2623.8853999999956,#ef5350
1732645560,2621.13,2621.41,2620.98,2620.98,#450C69,2623.7707999999957,#ef5350
1732645620,2620.89,2620.99,2620.89,2620.99,,2623.6607999999956,#ef5350
1732645680,2620.98,2621.14,2620.0,2620.59,#450C69,2623.556599999996,#ef5350
1732645740,2620.82,2621.13,2620.82,2621.13,,2623.4535999999957,#ef5350
1732645800,2621.26,2621.53,2621.26,2621.53,,2623.344399999996,#ef5350
1732645860,2621.26,2621.26,2620.45,2620.45,,2623.244399999996,#ef5350
1732645920,2620.64,2620.76,2620.64,2620.76,,2623.1645999999955,#ef5350
1732645980,2621.26,2621.61,2621.26,2621.61,,2623.064399999996,#ef5350
1732646040,2621.27,2621.39,2621.15,2621.39,#450C69,2622.953199999996,#ef5350
1732646100,2620.48,2620.48,2620.26,2620.26,,2622.8645999999962,#ef5350
1732646160,2620.35,2620.83,2620.35,2620.83,,2622.766399999996,#ef5350
1732646220,2620.38,2620.55,2620.38,2620.55,,2622.662199999996,#ef5350
1732646280,2620.36,2620.91,2620.36,2620.91,,2622.556199999996,#ef5350
1732646340,2620.65,2620.91,2620.34,2620.91,#450C69,2622.4239999999954,#ef5350
1732646400,2620.61,2620.61,2620.0,2620.0,,2622.2975999999953,#ef5350
1732646460,2619.49,2620.61,2619.49,2620.04,#450C69,2622.174999999995,#ef5350
1732646520,2620.25,2620.29,2620.25,2620.29,,2622.052399999995,#ef5350
1732646580,2620.04,2620.31,2620.04,2620.31,,2621.9301999999957,#ef5350
1732646640,2620.98,2621.42,2620.31,2620.31,,2621.8175999999953,#ef5350
1732646700,2621.59,2621.59,2620.64,2620.64,,2621.7273999999957,#ef5350
1732646760,2620.79,2621.14,2620.79,2621.14,,2621.6165999999957,#ef5350
1732646820,2620.8,2620.87,2619.6,2620.87,#450C69,2621.541799999996,#ef5350
1732646880,2620.78,2622.28,2620.78,2622.28,,2621.4833999999955,#ef5350
1732646940,2621.93,2622.3,2621.93,2622.3,,2621.4719999999957,#ef5350
1732647000,2622.76,2622.76,2622.66,2622.66,,2621.4607999999953,#ef5350
1732647060,2622.95,2623.3,2622.76,2623.3,,2621.4609999999957,#26a69a
1732647120,2624.29,2624.29,2624.18,2624.18,,2621.485399999996,#26a69a
1732647180,2622.96,2624.48,2622.96,2624.05,,2621.5265999999956,#26a69a
1732647240,2623.95,2624.15,2623.95,2624.05,,2621.572999999996,#26a69a
1732647300,2623.93,2623.93,2623.82,2623.82,,2621.631799999996,#26a69a
1732647360,2624.11,2624.11,2623.93,2623.93,,2621.677399999996,#26a69a
1732647420,2623.93,2624.09,2623.93,2624.09,,2621.715199999996,#26a69a
1732647480,2623.93,2624.08,2623.64,2623.64,,2621.766199999996,#26a69a
1732647540,2623.38,2624.07,2623.17,2624.07,,2621.809999999996,#26a69a
1732647600,2623.45,2624.12,2623.45,2624.12,,2621.8609999999962,#26a69a
1732647660,2623.96,2624.64,2623.45,2624.64,,2621.924799999996,#26a69a
1732647720,2624.82,2625.19,2624.82,2625.19,,2621.979599999997,#26a69a
1732647780,2623.85,2625.3,2623.85,2625.14,,2622.074999999997,#26a69a
1732647840,2625.01,2626.11,2625.01,2625.14,#450C69,2622.1713999999974,#26a69a
1732647900,2626.94,2626.94,2625.98,2625.98,,2622.2751999999973,#26a69a
1732647960,2626.9,2626.9,2625.66,2626.8,#450C69,2622.3805999999972,#26a69a
1732648020,2627.62,2627.62,2627.07,2627.07,,2622.4883999999965,#26a69a
1732648080,2626.64,2626.73,2626.63,2626.63,#450C69,2622.577199999997,#26a69a
1732648140,2626.16,2626.16,2625.68,2625.68,,2622.668399999997,#26a69a
1732648200,2626.63,2627.16,2625.43,2627.16,#450C69,2622.759799999997,#26a69a
1732648260,2627.46,2627.46,2625.43,2626.8,#450C69,2622.856599999997,#26a69a
1732648320,2627.29,2627.29,2627.11,2627.11,,2622.934599999997,#26a69a
1732648380,2626.24,2626.62,2626.21,2626.62,,2623.017799999997,#26a69a
1732648440,2626.58,2626.88,2626.58,2626.88,,2623.135399999997,#26a69a
1732648500,2626.62,2626.95,2625.6,2626.95,#450C69,2623.237199999997,#26a69a
1732648560,2625.86,2626.84,2625.86,2626.07,#450C69,2623.3275999999964,#26a69a
1732648620,2626.01,2626.01,2625.51,2625.51,,2623.4175999999966,#26a69a
1732648680,2624.76,2626.01,2624.76,2625.09,#450C69,2623.4919999999966,#26a69a
1732648740,2625.29,2625.29,2624.85,2624.85,,2623.564799999997,#26a69a
1732648800,2625.09,2625.17,2624.91,2625.17,#450C69,2623.6551999999965,#26a69a
1732648860,2625.28,2625.28,2624.91,2624.97,,2623.7231999999967,#26a69a
1732648920,2624.33,2624.33,2624.16,2624.16,,2623.790399999996,#26a69a
1732648980,2624.66,2624.97,2624.57,2624.97,,2623.8543999999965,#26a69a
1732649040,2624.54,2624.59,2624.54,2624.59,,2623.9351999999967,#26a69a
1732649100,2624.97,2624.97,2624.3,2624.3,,2624.0133999999966,#26a69a
1732649160,2624.57,2624.74,2624.39,2624.74,#450C69,2624.0863999999965,#26a69a
1732649220,2624.38,2624.38,2624.2,2624.2,,2624.1663999999964,#26a69a
1732649280,2624.38,2624.91,2624.38,2624.91,,2624.264599999997,#26a69a
1732649340,2625.52,2625.82,2625.52,2625.82,,2624.3675999999964,#26a69a
1732649400,2624.39,2625.44,2624.39,2625.15,,2624.495999999997,#26a69a
1732649460,2625.04,2626.46,2624.94,2626.46,,2624.614399999997,#26a69a
1732649520,2625.94,2626.21,2625.94,2626.21,,2624.741799999997,#26a69a
1732649580,2626.6,2626.68,2625.21,2626.68,#450C69,2624.8679999999968,#26a69a
1732649640,2627.02,2627.02,2626.62,2626.62,,2624.983399999997,#26a69a
1732649700,2626.68,2626.68,2626.37,2626.41,,2625.095399999997,#26a69a
1732649760,2626.89,2626.89,2625.7,2626.74,#450C69,2625.216399999997,#26a69a
1732649820,2626.61,2626.92,2626.61,2626.92,,2625.316199999997,#26a69a
1732649880,2626.96,2627.27,2625.9,2627.27,#450C69,2625.414199999997,#26a69a
1732649940,2627.36,2627.36,2627.2,2627.2,,2625.499799999997,#26a69a
1732650000,2627.27,2627.27,2626.94,2626.94,,2625.5765999999967,#26a69a
1732650060,2626.99,2627.16,2626.99,2627.14,,2625.632199999997,#26a69a
1732650120,2627.16,2627.16,2626.96,2626.96,,2625.687999999997,#26a69a
1732650180,2626.95,2627.16,2626.84,2626.84,#450C69,2625.743799999997,#26a69a
1732650240,2626.75,2626.84,2626.75,2626.84,,2625.809399999997,#26a69a
1732650300,2626.84,2627.1,2626.84,2627.1,,2625.8827999999976,#26a69a
1732650360,2627.09,2627.6,2627.08,2627.6,,2625.9587999999976,#26a69a
1732650420,2627.91,2627.91,2627.89,2627.89,,2626.040799999998,#26a69a
1732650480,2627.7,2627.74,2627.12,2627.74,#450C69,2626.1231999999977,#26a69a
1732650540,2628.09,2628.19,2628.09,2628.19,,2626.203599999998,#26a69a
1732650600,2627.74,2628.66,2627.74,2628.14,#450C69,2626.2785999999983,#26a69a
1732650660,2628.36,2628.55,2628.36,2628.39,#450C69,2626.3449999999984,#26a69a
1732650720,2627.98,2628.51,2627.98,2628.51,,2626.4113999999986,#26a69a
1732650780,2628.4,2628.46,2627.98,2628.46,#450C69,2626.4723999999983,#26a69a
1732650840,2628.29,2628.29,2628.19,2628.19,,2626.5225999999984,#26a69a
1732650900,2628.46,2628.51,2628.46,2628.49,,2626.5527999999986,#26a69a
1732650960,2628.56,2628.56,2627.3,2628.31,#450C69,2626.5871999999986,#26a69a
1732651020,2628.6,2628.79,2627.3,2628.79,#450C69,2626.616799999998,#26a69a
1732651080,2628.31,2628.6,2628.11,2628.11,#450C69,2626.6619999999984,#26a69a
1732651140,2627.97,2627.97,2627.94,2627.94,,2626.682999999998,#26a69a
1732651200,2628.14,2628.21,2628.04,2628.21,#450C69,2626.720999999998,#26a69a
1732651260,2628.5,2628.7,2628.04,2628.7,#450C69,2626.758799999998,#26a69a
1732651320,2628.91,2629.0,2628.91,2629.0,,2626.810199999998,#26a69a
1732651380,2628.88,2629.19,2628.88,2629.19,,2626.850199999998,#26a69a
1732651440,2628.89,2628.89,2628.88,2628.88,,2626.899999999998,#26a69a
1732651500,2628.89,2629.44,2628.89,2629.44,,2626.9465999999975,#26a69a
1732651560,2629.09,2629.09,2628.4,2628.4,,2627.0075999999976,#26a69a
1732651620,2627.4,2628.56,2627.4,2628.56,,2627.0963999999976,#26a69a
1732651680,2629.38,2629.53,2628.54,2629.53,#450C69,2627.189599999998,#26a69a
1732651740,2629.48,2629.51,2629.48,2629.51,,2627.2755999999977,#26a69a
1732651800,2629.37,2629.47,2629.35,2629.47,,2627.3723999999975,#26a69a
1732651860,2629.83,2629.83,2629.35,2629.81,#450C69,2627.4795999999974,#26a69a
1732651920,2629.46,2629.52,2629.46,2629.52,,2627.5719999999974,#26a69a
1732651980,2629.49,2629.59,2629.46,2629.59,,2627.6685999999977,#26a69a
1732652040,2629.68,2629.68,2629.42,2629.42,,2627.7705999999976,#26a69a
1732652100,2629.59,2629.59,2629.4,2629.4,,2627.8663999999976,#26a69a
1732652160,2629.41,2629.53,2629.4,2629.53,,2627.973799999998,#26a69a
1732652220,2629.49,2629.57,2629.49,2629.57,,2628.0655999999976,#26a69a
1732652280,2629.55,2629.55,2629.49,2629.5,,2628.1325999999976,#26a69a
1732652340,2629.07,2629.17,2629.07,2629.17,,2628.199799999998,#26a69a
1732652400,2629.5,2629.5,2628.51,2628.51,,2628.240999999998,#26a69a
1732652460,2628.84,2629.07,2628.52,2628.52,,2628.291599999998,#26a69a
1732652520,2628.67,2628.74,2627.5,2628.74,#450C69,2628.342199999998,#26a69a
1732652580,2628.63,2629.21,2628.63,2629.21,,2628.384799999998,#26a69a
1732652640,2629.11,2629.11,2628.75,2628.75,,2628.4267999999984,#26a69a
1732652700,2628.64,2628.64,2628.03,2628.51,#450C69,2628.462199999998,#26a69a
1732652760,2628.24,2628.51,2628.18,2628.51,,2628.480999999998,#26a69a
1732652820,2627.78,2627.86,2627.78,2627.86,,2628.486399999998,#26a69a
1732652880,2627.72,2627.8,2627.54,2627.54,,2628.500999999998,#26a69a
1732652940,2628.05,2628.05,2627.93,2627.93,,2628.5499999999984,#26a69a
1732653000,2627.54,2629.39,2627.54,2629.39,,2628.5783999999985,#26a69a
1732653060,2629.32,2629.32,2628.56,2628.56,,2628.624199999998,#26a69a
1732653120,2629.5,2629.5,2629.25,2629.25,,2628.683999999998,#26a69a
1732653180,2629.58,2629.83,2629.58,2629.83,,2628.735599999998,#26a69a
1732653240,2629.23,2629.42,2629.23,2629.42,,2628.7901999999976,#26a69a
1732653300,2629.83,2629.83,2629.62,2629.83,#450C69,2628.8347999999974,#26a69a
1732653360,2630.47,2630.47,2629.83,2629.83,,2628.8893999999977,#26a69a
1732653420,2630.27,2630.62,2630.27,2630.62,,2628.9539999999974,#26a69a
1732653480,2630.85,2630.97,2630.27,2630.97,#450C69,2629.010599999997,#26a69a
1732653540,2630.97,2631.02,2630.97,2631.02,,2629.064799999997,#26a69a
1732653600,2630.98,2631.22,2630.85,2630.85,#450C69,2629.121199999997,#26a69a
1732653660,2630.55,2631.21,2630.55,2631.21,,2629.1659999999974,#26a69a
1732653720,2630.65,2630.75,2630.65,2630.75,,2629.213999999997,#26a69a
1732653780,2630.86,2630.86,2630.65,2630.86,#450C69,2629.271999999997,#26a69a
1732653840,2631.03,2631.09,2631.03,2631.09,,2629.315799999997,#26a69a
1732653900,2630.86,2630.86,2630.68,2630.68,,2629.363199999997,#26a69a
1732653960,2631.07,2631.07,2630.68,2630.68,,2629.407799999997,#26a69a
1732654020,2630.79,2631.02,2630.79,2631.02,,2629.4591999999975,#26a69a
1732654080,2630.77,2630.79,2630.68,2630.68,,2629.5115999999975,#26a69a
1732654140,2630.47,2630.56,2630.47,2630.56,,2629.560199999997,#26a69a
1732654200,2630.68,2630.68,2630.64,2630.64,,2629.608999999997,#26a69a
1732654260,2631.05,2631.14,2631.05,2631.14,,2629.6481999999974,#26a69a
1732654320,2630.64,2630.96,2630.64,2630.96,,2629.689799999997,#26a69a
1732654380,2631.06,2631.27,2630.96,2631.27,,2629.740799999997,#26a69a
1732654440,2631.43,2631.43,2631.43,2631.43,#450C69,2629.7833999999966,#26a69a
1732654500,2631.27,2632.01,2631.27,2631.57,#450C69,2629.869599999997,#26a69a
1732654560,2632.01,2632.71,2632.01,2632.71,,2629.948599999997,#26a69a
1732654620,2631.57,2632.51,2631.57,2632.51,,2629.991199999997,#26a69a
1732654680,2632.06,2632.28,2631.66,2631.66,,2630.030599999997,#26a69a
1732654740,2631.25,2631.48,2631.25,2631.48,,2630.0743999999972,#26a69a
1732654800,2631.66,2631.66,2631.59,2631.66,#450C69,2630.112799999997,#26a69a
1732654860,2631.72,2631.73,2631.72,2631.73,,2630.155599999997,#26a69a
1732654920,2631.66,2631.66,2631.56,2631.66,#450C69,2630.194999999997,#26a69a
1732654980,2631.99,2631.99,2631.56,2631.56,,2630.231799999997,#26a69a
1732655040,2631.36,2631.36,2631.26,2631.26,,2630.2589999999973,#26a69a
1732655100,2631.63,2631.63,2630.76,2630.76,,2630.2871999999975,#26a69a
1732655160,2631.06,2631.06,2630.94,2630.94,,2630.3085999999976,#26a69a
1732655220,2630.76,2631.06,2630.64,2630.64,#450C69,2630.338999999997,#26a69a
1732655280,2630.94,2631.06,2630.94,2631.02,,2630.377199999997,#26a69a
1732655340,2631.09,2631.09,2631.08,2631.08,,2630.4315999999976,#26a69a
1732655400,2631.02,2631.23,2630.89,2631.23,,2630.5111999999976,#26a69a
1732655460,2632.0,2632.5,2632.0,2632.5,,2630.5849999999978,#26a69a
1732655520,2630.9,2632.68,2630.9,2632.43,,2630.6539999999973,#26a69a
1732655580,2632.31,2632.66,2631.01,2632.66,#450C69,2630.726199999997,#26a69a
1732655640,2632.13,2632.36,2632.13,2632.36,,2630.8151999999973,#26a69a
1732655700,2631.98,2632.96,2631.98,2632.96,,2630.893799999997,#26a69a
1732655760,2632.46,2632.46,2632.44,2632.44,,2630.989799999997,#26a69a
1732655820,2632.96,2632.96,2632.43,2632.66,,2631.096799999997,#26a69a
1732655880,2632.75,2632.89,2632.43,2632.89,#450C69,2631.1885999999968,#26a69a
1732655940,2632.66,2632.66,2632.52,2632.52,,2631.259399999997,#26a69a
1732656000,2632.71,2632.93,2632.66,2632.93,,2631.340799999997,#26a69a
1732656060,2631.8,2632.73,2631.8,2632.63,,2631.412999999997,#26a69a
1732656120,2632.93,2633.24,2632.86,2632.86,#450C69,2631.469199999997,#26a69a
1732656180,2632.77,2632.93,2632.64,2632.64,#450C69,2631.527599999997,#26a69a
1732656240,2632.26,2632.34,2632.26,2632.34,,2631.5851999999973,#26a69a
1732656300,2632.51,2632.71,2632.32,2632.71,,2631.645599999997,#26a69a
1732656360,2632.87,2632.87,2632.85,2632.85,,2631.689199999997,#26a69a
1732656420,2632.71,2632.89,2632.71,2632.8,,2631.7281999999973,#26a69a
1732656480,2633.0,2633.0,2632.89,2632.92,,2631.769399999997,#26a69a
1732656540,2633.1,2633.1,2633.08,2633.08,,2631.812599999997,#26a69a
1732656600,2632.88,2633.1,2632.88,2633.01,,2631.847999999997,#26a69a
1732656660,2633.1,2633.1,2632.98,2632.98,,2631.894599999997,#26a69a
1732656720,2633.01,2633.11,2633.01,2633.08,,2631.934799999997,#26a69a
1732656780,2632.97,2633.11,2632.87,2632.87,#450C69,2631.9695999999967,#26a69a
1732656840,2632.83,2632.83,2632.83,2632.83,#450C69,2632.0115999999966,#26a69a
1732656900,2632.96,2632.96,2632.78,2632.78,,2632.0507999999973,#26a69a
1732656960,2632.77,2632.77,2632.64,2632.64,,2632.0759999999973,#26a69a
1732657020,2632.78,2632.78,2632.28,2632.28,,2632.0999999999976,#26a69a
1732657080,2632.18,2632.43,2631.88,2631.88,,2632.1341999999977,#26a69a
1732657140,2631.92,2632.27,2631.92,2632.27,,2632.156999999998,#26a69a
1732657200,2631.89,2631.89,2631.61,2631.78,#450C69,2632.171799999998,#26a69a
1732657260,2631.96,2631.96,2631.88,2631.88,,2632.1879999999974,#26a69a
1732657320,2631.78,2631.89,2631.77,2631.77,#450C69,2632.2003999999974,#26a69a
1732657380,2631.74,2631.89,2631.74,2631.89,,2632.2153999999973,#26a69a
1732657440,2632.1,2632.18,2632.1,2632.18,,2632.226199999997,#26a69a
1732657500,2632.0,2632.11,2632.0,2632.11,,2632.211199999997,#ef5350
1732657560,2632.13,2632.13,2631.96,2631.96,,2632.1969999999974,#ef5350
1732657620,2632.11,2632.14,2631.8,2631.8,,2632.2011999999972,#26a69a
1732657680,2631.68,2632.14,2631.68,2631.87,#450C69,2632.2099999999973,#26a69a
1732657740,2632.02,2632.02,2631.92,2631.92,,2632.2201999999975,#26a69a
1732657800,2631.86,2632.17,2631.86,2632.17,,2632.228799999997,#26a69a
1732657860,2632.21,2632.21,2632.16,2632.16,,2632.242399999997,#26a69a
1732657920,2631.87,2632.34,2631.2,2632.34,#450C69,2632.258599999997,#26a69a
1732657980,2632.41,2632.41,2632.16,2632.37,#450C69,2632.2769999999973,#26a69a
1732658040,2632.68,2632.68,2632.18,2632.18,,2632.3095999999973,#26a69a
1732658100,2632.21,2632.67,2632.21,2632.39,#450C69,2632.3465999999976,#26a69a
1732658160,2632.69,2632.79,2632.69,2632.79,,2632.383199999997,#26a69a
1732658220,2632.39,2632.53,2632.39,2632.47,,2632.417799999997,#26a69a
1732658280,2632.45,2632.75,2632.45,2632.75,,2632.452799999997,#26a69a
1732658340,2632.83,2632.83,2632.83,2632.83,#450C69,2632.4771999999966,#26a69a
1732658400,2632.83,2632.83,2632.45,2632.45,,2632.4081999999967,#ef5350
1732662060,2628.62,2629.05,2628.62,2629.05,,2632.3651999999965,#ef5350
1732662120,2632.72,2632.72,2629.29,2630.28,,2632.327199999997,#ef5350
1732662180,2630.79,2630.79,2630.76,2630.76,,2632.298599999997,#ef5350
1732662240,2630.28,2630.94,2630.1,2630.93,,2632.2587999999964,#ef5350
1732662300,2630.96,2630.97,2630.94,2630.97,#450C69,2632.2383999999965,#ef5350
1732662360,2630.95,2631.42,2629.9,2631.42,#450C69,2632.2163999999966,#ef5350
1732662420,2630.97,2631.58,2630.97,2631.56,,2632.185999999997,#ef5350
1732662480,2631.38,2631.38,2631.37,2631.37,,2632.156799999997,#ef5350
1732662540,2631.56,2631.56,2631.06,2631.06,,2632.116799999997,#ef5350
1732662600,2631.17,2631.37,2630.93,2630.93,,2632.083399999997,#ef5350
1732662660,2631.05,2631.05,2630.96,2630.96,,2632.051599999997,#ef5350
1732662720,2630.93,2631.27,2630.93,2631.27,,2632.0225999999966,#ef5350
1732662780,2631.35,2631.35,2631.19,2631.19,,2631.999799999997,#ef5350
1732662840,2631.26,2631.26,2630.99,2631.2,#450C69,2631.9739999999965,#ef5350
1732662900,2631.31,2631.42,2630.99,2631.42,#450C69,2631.9473999999964,#ef5350
1732662960,2631.5,2631.52,2631.5,2631.52,,2631.9149999999963,#ef5350
1732663020,2631.41,2631.42,2631.18,2631.18,,2631.8827999999967,#ef5350
1732663080,2631.21,2631.31,2631.21,2631.31,,2631.8461999999963,#ef5350
1732663140,2631.18,2631.51,2631.18,2631.25,#450C69,2631.8121999999967,#ef5350
1732663200,2631.23,2631.51,2631.23,2631.31,#450C69,2631.7787999999973,#ef5350
1732663260,2631.36,2631.36,2631.31,2631.31,,2631.755799999997,#ef5350
1732663320,2631.36,2631.96,2631.36,2631.93,,2631.7353999999973,#ef5350
1732663380,2631.91,2631.91,2631.85,2631.85,,2631.713199999997,#ef5350
1732663440,2631.34,2631.9,2631.34,2631.72,,2631.6883999999973,#ef5350
1732663500,2631.59,2631.9,2631.54,2631.54,#450C69,2631.6697999999974,#ef5350
1732663560,2631.54,2631.71,2630.5,2631.71,#450C69,2631.6543999999976,#ef5350
1732663620,2631.56,2631.56,2631.51,2631.51,,2631.6503999999973,#ef5350
1732663680,2631.64,2631.68,2631.64,2631.68,,2631.6315999999974,#ef5350
1732663740,2631.51,2631.57,2631.33,2631.33,,2631.629999999998,#ef5350
1732663800,2631.35,2631.7,2631.35,2631.7,,2631.6427999999974,#26a69a
1732663860,2632.19,2632.52,2632.19,2632.52,,2631.6649999999972,#26a69a
1732663920,2632.56,2632.88,2631.38,2632.88,#450C69,2631.690599999997,#26a69a
1732663980,2632.94,2633.17,2632.94,2633.17,,2631.7225999999973,#26a69a
1732664040,2632.84,2633.78,2632.84,2633.78,,2631.754199999997,#26a69a
1732664100,2633.68,2633.69,2631.81,2633.69,#450C69,2631.786799999997,#26a69a
1732664160,2633.68,2633.68,2633.59,2633.59,,2631.805999999997,#26a69a
1732664220,2633.5,2633.5,2632.61,2632.76,,2631.811999999997,#26a69a
1732664280,2632.73,2632.73,2632.17,2632.17,,2631.814999999997,#26a69a
1732664340,2632.76,2632.76,2631.97,2632.07,,2631.7895999999973,#ef5350
1732664400,2631.99,2632.11,2630.9,2630.9,,2631.7833999999975,#ef5350
1732664460,2631.83,2631.85,2630.7,2631.85,#450C69,2631.7741999999976,#ef5350
1732664520,2631.73,2631.88,2630.5,2631.88,#450C69,2631.769399999998,#ef5350
1732664580,2632.2,2632.2,2632.13,2632.13,,2631.780199999998,#26a69a
1732664640,2631.88,2632.72,2631.88,2632.72,,2631.7789999999977,#ef5350
1732664700,2632.5,2632.5,2632.33,2632.33,,2631.771799999998,#ef5350
1732664760,2632.33,2632.43,2632.33,2632.43,,2631.775999999998,#26a69a
1732664820,2632.5,2632.68,2632.33,2632.68,,2631.7693999999983,#ef5350
1732664880,2632.68,2632.68,2632.42,2632.42,,2631.7387999999983,#ef5350
1732664940,2632.68,2632.68,2631.3,2631.3,,2631.732399999998,#ef5350
1732665000,2632.32,2632.42,2632.13,2632.13,,2631.782799999998,#26a69a
1732665060,2632.01,2632.01,2631.57,2631.57,,2631.8111999999983,#26a69a
1732665120,2631.69,2632.01,2631.69,2631.7,#450C69,2631.827999999998,#26a69a
1732665180,2631.6,2631.6,2631.6,2631.6,#450C69,2631.850399999998,#26a69a
1732665240,2631.7,2632.05,2631.59,2632.05,,2631.8681999999976,#26a69a
1732665300,2631.79,2631.86,2631.59,2631.86,#450C69,2631.8747999999973,#26a69a
1732665360,2631.73,2631.75,2631.73,2631.75,,2631.8853999999974,#26a69a
1732665420,2632.16,2632.16,2631.73,2632.09,#450C69,2631.896399999998,#26a69a
1732665480,2632.05,2632.05,2631.92,2631.92,,2631.9187999999976,#26a69a
1732665540,2632.09,2632.18,2631.95,2632.18,#450C69,2631.950399999998,#26a69a
1732665600,2632.63,2632.63,2631.95,2632.51,#450C69,2631.990199999998,#26a69a
1732665660,2632.9,2632.95,2632.9,2632.95,,2632.011999999998,#26a69a
1732665720,2632.67,2632.81,2632.36,2632.36,,2632.0381999999977,#26a69a
1732665780,2632.45,2632.5,2632.45,2632.5,,2632.064199999998,#26a69a
1732665840,2632.66,2632.66,2632.41,2632.5,,2632.0837999999985,#26a69a
1732665900,2632.53,2632.53,2632.4,2632.4,,2632.102199999998,#26a69a
1732665960,2632.46,2632.46,2632.44,2632.44,,2632.122799999998,#26a69a
1732666020,2632.37,2632.46,2632.21,2632.21,,2632.132999999998,#26a69a
1732666080,2631.87,2631.87,2631.82,2631.82,,2632.141199999998,#26a69a
1732666140,2632.21,2632.21,2631.66,2631.66,,2632.1481999999983,#26a69a
1732666200,2631.77,2631.83,2631.66,2631.66,,2632.157599999998,#26a69a
1732666260,2631.65,2631.78,2631.65,2631.78,,2632.151999999998,#ef5350
1732666320,2631.86,2631.86,2631.65,2631.65,,2632.1427999999987,#ef5350
1732666380,2631.64,2631.64,2631.39,2631.39,,2632.1317999999987,#ef5350
1732666440,2631.65,2631.65,2631.17,2631.17,,2632.1103999999987,#ef5350
1732666500,2630.8,2631.36,2630.47,2630.47,#450C69,2632.0851999999986,#ef5350
1732666560,2630.45,2630.45,2630.45,2630.45,#450C69,2632.057399999999,#ef5350
1732666620,2630.41,2630.47,2630.12,2630.12,,2632.036999999999,#ef5350
1732666680,2630.5,2630.66,2630.5,2630.66,,2632.015799999999,#ef5350
1732666740,2630.12,2630.5,2630.12,2630.27,#450C69,2631.9917999999993,#ef5350
1732666800,2630.41,2630.5,2630.26,2630.5,#450C69,2631.945199999999,#ef5350
1732666860,2630.37,2630.37,2630.19,2630.19,,2631.8873999999987,#ef5350
1732666920,2630.09,2630.37,2629.99,2629.99,#450C69,2631.8327999999983,#ef5350
1732666980,2630.15,2630.44,2630.15,2630.44,,2631.759399999998,#ef5350
1732667040,2629.99,2630.5,2629.99,2630.11,#450C69,2631.6823999999983,#ef5350
1732667100,2629.94,2629.94,2629.84,2629.84,,2631.6063999999983,#ef5350
1732667160,2630.49,2630.49,2629.75,2629.79,,2631.543799999998,#ef5350
1732667220,2629.62,2629.75,2629.62,2629.63,#450C69,2631.4919999999984,#ef5350
1732667280,2629.52,2629.58,2629.52,2629.58,,2631.437199999998,#ef5350
1732667340,2629.63,2629.63,2629.32,2629.33,,2631.413999999998,#ef5350
1732667400,2629.28,2629.74,2629.28,2629.74,,2631.382199999998,#ef5350
1732667460,2629.33,2630.26,2629.33,2630.26,,2631.3467999999975,#ef5350
1732667520,2629.97,2630.11,2629.31,2630.11,#450C69,2631.305199999997,#ef5350
1732667580,2630.12,2630.12,2630.05,2630.05,,2631.2415999999976,#ef5350
1732667640,2630.11,2630.14,2629.54,2629.54,,2631.1855999999975,#ef5350
1732667700,2628.4,2629.53,2628.4,2629.53,,2631.127799999998,#ef5350
1732667760,2629.57,2630.13,2629.54,2629.54,#450C69,2631.0649999999982,#ef5350
1732667820,2629.53,2629.54,2629.49,2629.54,#450C69,2631.0101999999983,#ef5350
1732667880,2629.53,2629.68,2629.53,2629.68,,2630.9747999999986,#ef5350
1732667940,2629.74,2629.74,2629.53,2629.53,,2630.9163999999982,#ef5350
1732668000,2629.27,2629.27,2629.21,2629.21,,2630.867199999998,#ef5350
1732668060,2629.05,2629.27,2629.05,2629.11,#450C69,2630.815399999998,#ef5350
1732668120,2628.92,2629.11,2628.92,2629.11,,2630.7607999999977,#ef5350
1732668180,2628.95,2628.95,2628.87,2628.87,,2630.6829999999977,#ef5350
1732668240,2628.28,2628.95,2628.16,2628.16,#450C69,2630.6045999999974,#ef5350
1732668300,2628.04,2628.04,2627.94,2627.94,,2630.526799999997,#ef5350
1732668360,2627.97,2628.04,2627.86,2627.86,,2630.442199999997,#ef5350
1732668420,2628.07,2628.07,2627.86,2627.86,,2630.350399999997,#ef5350
1732668480,2627.66,2627.66,2627.33,2627.33,,2630.2545999999975,#ef5350
1732668540,2627.55,2627.66,2627.39,2627.39,,2630.1515999999974,#ef5350
1732668600,2627.56,2627.56,2627.36,2627.36,,2630.0521999999974,#ef5350
1732668660,2627.54,2627.98,2627.54,2627.98,,2629.9617999999978,#ef5350
1732668720,2627.66,2627.84,2627.66,2627.84,,2629.881399999998,#ef5350
1732668780,2628.02,2628.48,2628.02,2628.48,,2629.7923999999975,#ef5350
1732668840,2628.19,2628.19,2628.02,2628.05,,2629.7087999999976,#ef5350
1732668900,2627.95,2628.22,2627.95,2628.22,,2629.6211999999978,#ef5350
1732668960,2628.05,2628.06,2627.95,2628.06,#450C69,2629.5381999999977,#ef5350
1732669020,2628.01,2628.06,2628.01,2628.06,,2629.4629999999975,#ef5350
1732669080,2628.45,2628.45,2628.06,2628.06,,2629.3773999999976,#ef5350
